Lat,Long,Negotiable,Area,NoofBedrooms,NoofBathrooms,FloorType,NoofBalconies,Age,Maint_sqft,Furnished,Facing,OnFloor,NooffloorsinBldg,Parking,PowerBackup,WaterSupply,HousePriceinK
19.23439431,72.85255897,Negotiable,675,2,2,Vitrified Tiles,2,>10 years old,4.4,Semi,West,2,7,Bike and Car,None,Both,23e3
19.18280437,72.86360087,Negotiable,455,1,1,Mosaic,0,>10 years old,2.4,Semi,East,0,4,Bike and Car,Full,Corporation,8200
19.2257545,72.852171,Negotiable,1400,4,3,Marble/Granite,1,>10 years old,2.5,Full,West,5,5,Car,NA,Both,39e3
19.2154499,72.8294074,Negotiable,565,1,2,Vitrified Tiles,1,>10 years old,4.1,Full,East,6,7,None,Partial,Corporation,9500
18.9520232,72.8040434,Negotiable,2450,4,5,Marble/Granite,1,>10 years old,3.1,Full,North-West,9,10,Bike and Car,NA,Corporation,175e3
19.136368,72.827998,Non-negotiable,950,2,2,Marble/Granite,0,>10 years old,5.3,Semi,West,5,9,Bike and Car,Full,Corporation,28500
19.1163453,72.9047142,Negotiable,1026,2,2,Vitrified Tiles,0,3-5 years old,5.4,Full,East,1,16,Bike and Car,Full,Both,16500
19.1482905,72.9317187,Negotiable,1125,2,2,Vitrified Tiles,3,1-3 years old,5.3,Semi,East,17,23,Car,Partial,Both,16e3
19.11967418,72.82929912,Negotiable,900,2,2,Vitrified Tiles,1,Newly Constructed,0,Semi,NA,1,15,Bike and Car,NA,Corporation,22500
19.0993558,72.9163421,Negotiable,1225,2,2,Marble/Granite,0,3-5 years old,4.1,Semi,South-East,15,15,Bike and Car,Full,Both,21e3
19.1100642,72.8495274,Negotiable,580,2,2,Vitrified Tiles,0,>10 years old,2.6,Semi,NA,4,4,Bike and Car,None,Corporation,21e3
19.13371811,72.93994565,Negotiable,100,1,1,Cement,0,>10 years old,0,Unfurnished,West,0,0,None,NA,Both,2e3
19.1089749,72.849807,Negotiable,500,1,2,Marble/Granite,0,>10 years old,2.8,Semi,East,6,7,None,NA,Corporation,13e3
19.0481741,72.8934073,Negotiable,1e3,2,2,Vitrified Tiles,1,>10 years old,2,Full,East,2,3,Bike and Car,NA,Corporation,17500
19.1578412,72.84515684,Negotiable,1050,2,2,Marble/Granite,0,>10 years old,2.6,Semi,South,1,7,Car,None,Both,22500
19.15658639,72.94042309,Non-negotiable,915,2,2,Vitrified Tiles,0,Newly Constructed,3.8,Full,NA,1,12,Bike and Car,Full,Both,17500
19.04678344,72.89355219,Negotiable,120,1,1,Vitrified Tiles,0,3-5 years old,0,Unfurnished,South,1,1,None,NA,Both,1500
19.1175146,72.8835616,Negotiable,770,2,2,Marble/Granite,0,>10 years old,5.1,Semi,East,0,7,None,None,Both,17500
18.94712522,72.79368391,Negotiable,722,2,2,Vitrified Tiles,2,>10 years old,3.3,Semi,South-West,4,7,Bike and Car,NA,Corporation,26e3
19.1414169,72.8052376,Negotiable,1e3,1,1,Vitrified Tiles,1,>10 years old,1,Unfurnished,NA,4,4,Bike and Car,Full,Both,3500
19.11787057,72.88412719,Negotiable,451,1,2,Vitrified Tiles,0,Newly Constructed,0,Unfurnished,NA,4,8,Bike and Car,NA,Corporation,9900
19.11533187,72.85941,Negotiable,474,1,2,Mosaic,0,>10 years old,2.5,Full,East,3,3,Car,NA,Corporation,14e3
19.1923248,72.8354098,Negotiable,1328,2,3,Vitrified Tiles,0,Under Construction,0,Unfurnished,North-East,8,70,Car,NA,Both,2e4
19.23064597,72.82867178,Negotiable,915,2,2,Marble/Granite,3,3-5 years old,5,Semi,West,16,16,Bike and Car,NA,Both,13500
19.2035664,72.8386701,Negotiable,700,2,2,Mosaic,0,Newly Constructed,3.6,Semi,North,6,7,Bike and Car,NA,Both,17e3
19.180883,72.8574035,Non-negotiable,305,1,1,Marble/Granite,0,>10 years old,3.3,Semi,East,0,4,Bike and Car,Full,Corporation,6500
19.22850317,72.85254756,Negotiable,1500,3,3,Vitrified Tiles,0,1-3 years old,3.3,Unfurnished,North,6,7,Car,Full,Both,36e3
19.17226439,72.95315832,Negotiable,1500,3,3,Vitrified Tiles,0,Newly Constructed,6,Unfurnished,South-East,10,12,Bike and Car,NA,Corporation,3e4
19.1823658,72.8614113,Negotiable,1950,3,3,NA,4,3-5 years old,0,Semi,East,28,40,Bike and Car,NA,Corporation,37500
19.21163909,72.87690062,Negotiable,1e3,2,2,Vitrified Tiles,1,>10 years old,3.5,Unfurnished,East,1,8,Bike and Car,NA,Both,16e3
19.05993794,72.89355809,Negotiable,540,1,1,Vitrified Tiles,2,5-10 years old,3.7,Unfurnished,East,1,7,Bike and Car,NA,Both,9500
19.1887042,72.85047535,Negotiable,600,2,2,Marble/Granite,0,>10 years old,2.7,Semi,North-East,8,10,Bike and Car,NA,Corporation,16500
18.94874191,72.79782104,Negotiable,900,2,3,Marble/Granite,0,>10 years old,3.3,Full,East,4,6,Bike,None,Corporation,42500
19.1290611,72.93069673,Negotiable,1161,2,2,Marble/Granite,2,1-3 years old,7.3,Unfurnished,North,5,34,Bike and Car,Full,Both,19900
19.0295842,72.84397022,Non-negotiable,1200,2,2,Vitrified Tiles,0,>10 years old,5,Semi,South,6,14,Bike and Car,NA,Both,52e3
19.172453,72.934349,Negotiable,571,1,1,Vitrified Tiles,0,>10 years old,9.5,Unfurnished,North,0,7,Bike and Car,NA,Corporation,9500
19.07164782,72.89764146,Non-negotiable,835,2,2,Vitrified Tiles,2,3-5 years old,4.6,Full,East,13,15,Bike and Car,NA,Both,2e4
19.15392061,72.9432323,Negotiable,1135,2,2,Vitrified Tiles,4,3-5 years old,0,Unfurnished,East,21,21,Bike and Car,Partial,Both,15e3
19.1682501,72.85002543,Negotiable,1050,2,2,Vitrified Tiles,1,5-10 years old,3.3,Semi,South,7,7,Bike and Car,Full,Corporation,17e3
19.1939751,72.8265848,Negotiable,680,1,2,Vitrified Tiles,3,3-5 years old,5.9,Semi,East,18,19,Bike and Car,Full,Corporation,9500
19.17968477,72.9398857,Negotiable,1300,3,2,Vitrified Tiles,1,>10 years old,1.5,Full,East,3,3,Bike and Car,Partial,Corporation,15e3
18.95405389,72.80344,Negotiable,625,1,1,Vitrified Tiles,1,>10 years old,8.8,Unfurnished,West,2,10,Bike and Car,Full,Both,4e4
19.01685245,72.8308912,Negotiable,225,1,1,Vitrified Tiles,0,>10 years old,2.2,Unfurnished,East,2,7,None,NA,Corporation,8500
19.02867634,72.84324349,Negotiable,1500,3,3,Marble/Granite,0,>10 years old,6.7,Semi,South,14,14,Bike and Car,Full,Both,79500
19.1791019,72.872271,Negotiable,1050,3,3,Vitrified Tiles,0,5-10 years old,7.1,Semi,East,23,23,Bike and Car,Full,Both,21500
19.08267348,72.90596141,Negotiable,800,3,2,NA,1,5-10 years old,5.6,Semi,East,6,7,Bike and Car,Full,Both,27500
19.20363036,72.82767275,Negotiable,640,1,2,Marble/Granite,2,5-10 years old,6.3,Semi,North,7,13,Bike and Car,Full,Both,8900
19.0085838,72.8174566,Negotiable,1300,3,2,Marble/Granite,0,>10 years old,11.5,Full,East,19,36,Bike and Car,NA,Both,72500
19.13113338,72.82033126,Negotiable,390,1,1,Vitrified Tiles,0,>10 years old,3,Semi,East,4,4,Bike and Car,NA,Both,10500
19.13672767,72.83077102,Negotiable,650,1,1,Marble/Granite,3,5-10 years old,4.6,Semi,North-East,4,7,None,Full,Corporation,12500
19.1948121,72.8747401,Negotiable,535,1,1,Vitrified Tiles,0,>10 years old,4.7,Semi,South,8,9,None,NA,Both,7200
19.0666012,72.8951822,Negotiable,825,2,2,Vitrified Tiles,2,>10 years old,1.5,Semi,NA,2,3,Bike and Car,NA,Corporation,13e3
19.11793173,72.82870888,Non-negotiable,1210,3,2,Vitrified Tiles,0,>10 years old,9.9,Full,South-West,6,7,Bike and Car,NA,Corporation,53e3
19.24023072,72.83957943,Negotiable,1250,4,3,Vitrified Tiles,0,>10 years old,0,Semi,West,1,6,Bike and Car,NA,Corporation,28e3
19.16797784,72.96094507,Negotiable,540,1,2,Marble/Granite,0,>10 years old,1.9,Unfurnished,North,4,4,Bike,None,Corporation,9500
19.01576112,72.8579192,Negotiable,850,2,2,Vitrified Tiles,1,>10 years old,0,Semi,West,1,3,None,NA,Corporation,27500
19.15254813,72.94236501,Negotiable,650,1,1,Vitrified Tiles,0,>10 years old,4.6,Semi,NA,14,14,Bike,Full,Both,9e3
19.21578731,72.834313,Negotiable,750,2,2,Vitrified Tiles,1,>10 years old,0,Unfurnished,East,0,1,Bike,None,Corporation,6e3
19.1036989,72.88694248,Negotiable,890,2,2,Vitrified Tiles,2,5-10 years old,5.5,Full,East,7,11,Bike and Car,Full,Corporation,16e3
19.169051,72.845771,Negotiable,800,2,1,Vitrified Tiles,0,>10 years old,2.8,Unfurnished,West,3,4,Bike and Car,Partial,Both,13e3
19.17391205,72.93341064,Negotiable,1200,3,3,Vitrified Tiles,3,>10 years old,0,Full,North-East,16,17,Bike and Car,NA,Corporation,25e3
19.11077765,72.89764491,Negotiable,565,1,1,Vitrified Tiles,0,>10 years old,0,Semi,East,3,7,Bike and Car,NA,Both,10500
18.99952126,72.81811523,Negotiable,1750,3,3,Marble/Granite,1,5-10 years old,9.1,Full,North,14,17,Bike and Car,NA,Corporation,65e3
19.19727415,72.84219497,Negotiable,1650,3,3,Wooden,1,>10 years old,2.4,Semi,East,7,7,Bike and Car,NA,Both,32500
19.0559598,72.90418848,Negotiable,230,1,1,Vitrified Tiles,1,>10 years old,0.9,Semi,North,1,2,Bike and Car,Full,Corporation,7500
19.14505795,72.79034892,Negotiable,550,1,1,Vitrified Tiles,0,>10 years old,0,Semi,East,0,0,Bike,NA,Corporation,3500
19.11975505,72.9373584,Negotiable,225,1,1,Mosaic,0,5-10 years old,0,Unfurnished,East,0,0,Bike and Car,NA,Corporation,2250
19.21406431,72.85135065,Negotiable,637,1,2,Vitrified Tiles,3,5-10 years old,3.9,Unfurnished,NA,3,7,None,NA,Corporation,1e4
19.18584102,72.81914075,Non-negotiable,1e3,2,2,Vitrified Tiles,0,3-5 years old,0,Unfurnished,NA,0,1,Bike,NA,Both,3500
19.0942083,72.85502224,Non-negotiable,250,1,1,Marble/Granite,0,>10 years old,4.8,Full,NA,2,7,Bike,NA,Corporation,5900
19.11382673,72.87801521,Negotiable,952,1,1,Vitrified Tiles,0,>10 years old,2.1,Unfurnished,East,1,5,None,None,Corporation,11700
19.1990965,72.81961827,Negotiable,1200,2,2,Vitrified Tiles,0,>10 years old,5,Semi,North-East,1,5,Bike,NA,Corporation,22e3
19.1402317,72.8129085,Non-negotiable,1110,2,2,Vitrified Tiles,1,>10 years old,3.6,Semi,NA,14,16,Car,NA,Corporation,37500
19.21341352,72.84914952,Negotiable,414,1,1,Vitrified Tiles,4,>10 years old,4.1,Unfurnished,East,4,7,Bike,Full,Corporation,8200
19.25952548,72.8620709,Negotiable,700,2,2,Vitrified Tiles,0,>10 years old,2.9,Full,NA,5,5,Bike and Car,Full,Both,11800
19.07857614,72.82993605,Negotiable,505,1,1,Vitrified Tiles,0,>10 years old,2,Semi,East,2,2,Bike,NA,Corporation,20500
19.04962349,72.90715027,Negotiable,1060,2,2,Marble/Granite,0,5-10 years old,6.1,Full,East,6,13,Bike and Car,Partial,Corporation,27e3
19.19668805,72.85665504,Non-negotiable,665,2,1,Mosaic,1,>10 years old,1.5,Unfurnished,NA,1,2,Bike,None,Corporation,12500
19.228936,72.8511556,Negotiable,385,1,1,Vitrified Tiles,2,>10 years old,4,Semi,South,3,4,Bike and Car,None,Both,8200
19.12503836,72.83624741,Negotiable,560,1,1,Vitrified Tiles,0,Newly Constructed,7.1,Unfurnished,NA,1,4,Bike and Car,Partial,Both,12e3
19.21462514,72.82061459,Negotiable,600,2,2,NA,1,>10 years old,0,Unfurnished,NA,0,1,Bike,NA,Both,7e3
19.17196253,72.94858518,Negotiable,930,2,2,Vitrified Tiles,1,3-5 years old,9.7,Full,NA,17,21,Bike and Car,NA,Both,28e3
19.1550918,72.85381865,Negotiable,1766,3,4,Marble/Granite,2,Newly Constructed,0,Unfurnished,NA,11,43,Bike and Car,Full,Both,45e3
19.26151656,72.86165508,Negotiable,450,1,1,Vitrified Tiles,0,>10 years old,3.2,Unfurnished,South-East,4,7,Bike and Car,NA,Both,6800
19.14803293,72.93215888,Negotiable,550,1,1,Marble/Granite,0,3-5 years old,1.8,Unfurnished,East,1,7,None,Full,Corporation,6200
19.16324615,72.95669556,Negotiable,1390,2,2,Vitrified Tiles,2,5-10 years old,2.9,Semi,South,3,12,Bike and Car,None,Corporation,18500
19.08130703,72.84944995,Negotiable,585,1,1,Vitrified Tiles,0,>10 years old,2.1,Semi,NA,2,6,Bike and Car,Full,Both,9700
19.2085249,72.8323329,Negotiable,1350,3,3,Vitrified Tiles,3,5-10 years old,0,Semi,West,15,21,Bike and Car,NA,Both,3e4
19.1180693,72.93327027,Negotiable,545,1,1,Vitrified Tiles,3,3-5 years old,0,Unfurnished,West,6,6,None,NA,Corporation,8500
19.01349952,72.84847424,Negotiable,2400,3,3,Marble/Granite,1,3-5 years old,8.3,Full,East,21,21,Bike and Car,NA,Both,75e3
19.21034707,72.8371636,Negotiable,1300,3,3,Vitrified Tiles,0,5-10 years old,3.1,Unfurnished,NA,2,7,Bike and Car,Full,Both,21e3
19.07667607,72.91551851,Negotiable,120,1,1,Cement,0,>10 years old,0,Unfurnished,NA,0,0,None,NA,Both,2500
19.08945061,72.89579708,Negotiable,800,2,2,NA,0,>10 years old,0,Full,North-East,2,7,Bike and Car,NA,Both,2e4
19.1582282,72.9362109,Negotiable,550,1,2,Vitrified Tiles,0,5-10 years old,3.6,Semi,North,3,7,Bike and Car,NA,Both,8850
19.20250574,72.82134969,Negotiable,872,2,2,Mosaic,1,>10 years old,3.4,Unfurnished,East,6,7,Bike,NA,Both,15e3
19.0811404,72.8925266,Non-negotiable,710,2,2,Vitrified Tiles,0,>10 years old,6.3,Unfurnished,East,1,13,Bike and Car,NA,Both,3e4
19.17792147,72.86580139,Negotiable,865,2,2,Wooden,0,>10 years old,2.9,Full,West,2,8,Bike,NA,Corporation,2e4
19.19622859,72.80781001,Non-negotiable,250,1,1,Vitrified Tiles,1,>10 years old,0,Semi,NA,0,1,Bike,NA,Both,3e3
19.14702817,72.7982825,Negotiable,450,2,2,Vitrified Tiles,0,>10 years old,0,Semi,NA,0,1,Bike,NA,Corporation,3500
18.92732961,72.82032017,Negotiable,2280,3,3,Vitrified Tiles,3,Newly Constructed,6.6,Unfurnished,East,1,5,Bike and Car,Partial,Corporation,12e4
19.1618228,72.83780776,Negotiable,755,2,2,Vitrified Tiles,0,5-10 years old,2.9,Semi,South,1,7,Bike,None,Corporation,12e3
19.13051871,72.8214196,Negotiable,651,2,2,Vitrified Tiles,1,Newly Constructed,3.1,Semi,NA,3,4,Car,NA,NA,1e4
19.08690593,72.84180599,Negotiable,300,1,1,Cement,1,>10 years old,0,Unfurnished,East,0,1,Bike,NA,Corporation,7050
19.05202744,72.9024216,Negotiable,2400,3,3,Marble/Granite,4,5-10 years old,4.2,Unfurnished,NA,15,16,Car,NA,Both,6e4
19.02301299,72.84027111,Negotiable,900,2,2,Vitrified Tiles,1,>10 years old,2.2,Semi,West,6,6,Car,NA,Corporation,29e3
19.09731417,72.91337574,Negotiable,750,2,1,Marble/Granite,0,>10 years old,1.6,Unfurnished,East,1,5,Bike and Car,None,Corporation,10500
19.22228579,72.85281973,Negotiable,550,2,2,Vitrified Tiles,2,3-5 years old,10.9,Full,East,11,17,Bike and Car,None,Borewell,16e3
19.15239016,72.88986308,Negotiable,1104,2,2,Marble/Granite,2,3-5 years old,1.6,Semi,South-East,17,20,Car,NA,Both,14900
19.0805928,72.8885579,Negotiable,1675,3,3,Vitrified Tiles,5,Newly Constructed,4.2,Unfurnished,East,9,13,Bike and Car,NA,Corporation,21e3
19.17237863,72.96101602,Negotiable,500,1,1,Vitrified Tiles,1,>10 years old,1.8,Unfurnished,East,3,3,Bike and Car,NA,Corporation,11e3
19.16915633,72.88065483,Non-negotiable,325,1,1,Mosaic,1,>10 years old,1.5,Unfurnished,NA,0,4,Bike and Car,NA,Corporation,1700
18.99769817,72.84900201,Negotiable,600,1,1,Vitrified Tiles,0,Newly Constructed,0,Unfurnished,East,9,18,None,Full,Corporation,14500
19.17233829,72.96604689,Negotiable,860,2,2,Marble/Granite,0,>10 years old,1.3,Unfurnished,West,2,7,Bike,NA,Both,17e3
19.2337046,72.84007593,Negotiable,840,2,2,Vitrified Tiles,4,>10 years old,3,Full,South-West,6,7,Bike and Car,NA,Both,14500
19.18541827,72.83831828,Negotiable,300,1,1,Vitrified Tiles,0,>10 years old,4,Unfurnished,East,4,4,Bike and Car,NA,Corporation,7500
19.11981986,72.90010506,Negotiable,895,2,2,Vitrified Tiles,0,>10 years old,2.8,Unfurnished,East,3,14,Bike and Car,None,Corporation,15e3
19.18462904,72.84623966,Negotiable,685,1,2,Vitrified Tiles,0,>10 years old,1.5,Unfurnished,North,6,6,Bike and Car,NA,Both,11100.000000000002
18.98025166,72.82937764,Negotiable,450,1,1,Vitrified Tiles,0,5-10 years old,2.2,Full,North,6,7,Bike and Car,NA,Corporation,11e3
19.17133713,72.96235122,Negotiable,516,1,1,Vitrified Tiles,0,>10 years old,1.9,Unfurnished,East,3,7,Bike and Car,Partial,Corporation,7900
19.12142722,72.83966162,Negotiable,550,1,2,Cement,0,5-10 years old,2.2,Unfurnished,East,0,9,None,None,Corporation,8500
19.129166,72.8395155,Negotiable,1152,2,2,Vitrified Tiles,2,1-3 years old,4.6,Semi,North,7,15,Bike and Car,NA,Corporation,23500
19.19605127,72.80787707,Negotiable,350,1,1,Vitrified Tiles,0,>10 years old,0,Unfurnished,South,0,0,Bike,None,Corporation,3e3
19.2566573,72.855665,Non-negotiable,1600,4,4,Marble/Granite,1,5-10 years old,2.2,Full,East,6,10,Bike and Car,NA,Both,25e3
19.2553589,72.87252972,Non-negotiable,800,2,2,Vitrified Tiles,0,Newly Constructed,2.5,Unfurnished,NA,3,7,Bike and Car,NA,Both,12500
19.115275,72.9035094,Negotiable,1700,3,3,Vitrified Tiles,4,3-5 years old,5.3,Full,South,2,15,Bike and Car,NA,Corporation,32500
19.06636137,72.88325386,Non-negotiable,300,1,1,Vitrified Tiles,0,>10 years old,2.5,Unfurnished,West,7,7,Bike and Car,NA,Corporation,5500
19.09943537,72.91755354,Negotiable,700,2,1,Marble/Granite,0,>10 years old,2.9,Semi,East,12,13,None,NA,Corporation,10500
19.120945,72.8845769,Negotiable,900,2,2,Vitrified Tiles,0,>10 years old,3.9,Semi,East,5,12,Bike and Car,NA,Both,16e3
19.12154,72.8389138,Negotiable,850,2,2,Marble/Granite,0,>10 years old,2.9,Semi,NA,5,7,Bike and Car,NA,Both,15e3
19.160168,72.84416067,Negotiable,650,1,2,Vitrified Tiles,0,5-10 years old,4.9,Unfurnished,East,7,7,Bike and Car,NA,Corporation,10500
19.14857243,72.83306147,Non-negotiable,640,1,2,Marble/Granite,2,>10 years old,2.3,Unfurnished,East,4,6,None,NA,Borewell,9500
19.08002512,72.85061761,Negotiable,560,2,2,Vitrified Tiles,0,>10 years old,1.8,Semi,North-East,4,4,Bike and Car,NA,Corporation,15e3
18.97209975,72.8100324,Negotiable,625,1,2,Vitrified Tiles,0,>10 years old,4.8,Full,NA,3,6,Bike and Car,Full,Corporation,3e4
19.102729449999998,72.83725061,Negotiable,900,2,2,Vitrified Tiles,0,>10 years old,3.9,Semi,South-East,2,2,Bike and Car,NA,Corporation,34e3
19.11888545,72.85212703,Negotiable,780,2,1,Marble/Granite,1,>10 years old,3.8,Semi,NA,1,3,Bike and Car,NA,Both,22500
19.13791578,72.82971421,Negotiable,225,1,1,Vitrified Tiles,0,3-5 years old,2,Semi,East,4,6,Bike,NA,Corporation,4500
19.20821726,72.84220566,Non-negotiable,725,2,2,Vitrified Tiles,0,5-10 years old,2.8,Semi,North,5,7,Bike and Car,NA,Corporation,15e3
19.11813758,72.87786072,Negotiable,690,2,2,Marble/Granite,0,>10 years old,5.1,Semi,North,1,7,Bike and Car,NA,Both,12500
19.158843,72.9364328,Negotiable,875,2,2,Vitrified Tiles,3,5-10 years old,5.7,Unfurnished,East,4,20,Car,NA,Both,14500
19.1212404,72.8442294,Negotiable,600,2,2,Marble/Granite,0,>10 years old,4.5,Semi,South,5,6,Bike and Car,NA,Corporation,16e3
19.09885216,72.91819763,Negotiable,900,2,2,Marble/Granite,1,>10 years old,0.7,Unfurnished,East,14,15,Bike and Car,NA,Borewell,24e3
19.23782259,72.84566693,Negotiable,725,2,1,Mosaic,2,>10 years old,2.8,Semi,East,1,4,Bike,NA,Corporation,2e4
19.1241143,72.89076465,Negotiable,800,2,2,Marble/Granite,3,5-10 years old,4.4,Full,East,8,8,Bike and Car,Full,Corporation,15500
19.0220158,72.8623755,Negotiable,665,1,2,Vitrified Tiles,0,5-10 years old,5.3,Semi,West,8,10,Bike and Car,NA,NA,17500
19.12752664,72.86157914,Negotiable,950,2,2,Vitrified Tiles,0,>10 years old,2.6,Full,South,0,6,None,NA,Corporation,14e3
19.20633177,72.87514628,Non-negotiable,537,2,1,Vitrified Tiles,1,Newly Constructed,0,Unfurnished,East,30,37,Bike and Car,NA,Corporation,9700
19.07528727,72.84177497,Non-negotiable,400,1,1,Vitrified Tiles,0,1-3 years old,7.5,Unfurnished,East,2,8,Bike and Car,NA,Both,15e3
18.99528383,72.82853979,Negotiable,650,1,2,Vitrified Tiles,0,Newly Constructed,0,Unfurnished,North-East,6,14,Bike and Car,NA,Both,2e4
19.15053896,72.93260632,Negotiable,350,1,1,Vitrified Tiles,0,1-3 years old,2.9,Unfurnished,North-East,6,7,Car,None,Both,6e3
19.14875702,72.82629212,Non-negotiable,635,1,2,Wooden,0,>10 years old,4.7,Full,North-East,5,8,Car,NA,Corporation,14500
19.14095083,72.8420349,Negotiable,1e3,2,2,Vitrified Tiles,0,>10 years old,2.8,Full,North,6,7,Bike and Car,NA,Corporation,21e3
19.11314685,72.93136049,Negotiable,400,1,1,NA,1,5-10 years old,0.3,Semi,NA,0,0,Bike and Car,NA,Corporation,4500
19.17311709,72.841323,Non-negotiable,400,1,1,Marble/Granite,0,>10 years old,5,Semi,NA,0,7,Bike,NA,Both,9500
19.1797785,72.93989643,Negotiable,750,2,2,Vitrified Tiles,0,>10 years old,6.7,Full,East,6,7,Bike,NA,Corporation,18500
19.177582,72.95931865,Non-negotiable,976,2,2,Vitrified Tiles,1,5-10 years old,0.4,Unfurnished,NA,17,30,Bike and Car,NA,Both,18e3
19.0823283,72.8822842,Non-negotiable,1300,3,2,Vitrified Tiles,0,>10 years old,1.5,Full,NA,2,3,Bike and Car,Full,Both,22500
19.16198416,72.94224033,Non-negotiable,990,2,2,Marble/Granite,2,3-5 years old,5.1,Semi,East,29,36,Bike,NA,Both,18500
19.0661416,72.84996939,Negotiable,300,1,1,Cement,1,5-10 years old,1.7,Full,North,2,12,Bike and Car,Full,Both,4e3
19.2326749,72.84996566,Non-negotiable,585,1,2,Marble/Granite,2,>10 years old,4,Full,West,4,7,None,NA,Both,12e3
19.0389686,72.845386,Negotiable,1485,3,3,Marble/Granite,0,>10 years old,6.7,Semi,West,14,15,Bike and Car,Partial,Both,57e3
19.18266154,72.81935513,Non-negotiable,250,1,1,Vitrified Tiles,1,5-10 years old,2.4,Unfurnished,NA,1,7,Bike,NA,Both,2200
19.21689554,72.82220566,Negotiable,450,1,2,Marble/Granite,1,>10 years old,2.2,Semi,West,0,1,Bike,NA,Corporation,7500
19.1582282,72.9362109,Non-negotiable,585,1,2,Vitrified Tiles,0,>10 years old,3.4,Semi,South,2,7,None,Full,Corporation,9800
19.20567193,72.84537093,Negotiable,1350,3,3,Vitrified Tiles,4,5-10 years old,2.2,Full,NA,8,16,Bike and Car,None,Both,24100
19.04635852,72.89815895,Negotiable,400,1,1,Vitrified Tiles,2,5-10 years old,2.5,Unfurnished,NA,1,7,Bike,NA,Both,7600
18.96710193,72.81613024,Negotiable,1100,2,2,Vitrified Tiles,0,>10 years old,1.4,Unfurnished,East,0,4,Bike and Car,NA,Corporation,4e4
19.17692096,72.84598908,Non-negotiable,600,1,2,Vitrified Tiles,2,Newly Constructed,5,Unfurnished,East,4,7,Bike and Car,NA,Both,10200
19.17589934,72.84155371,Non-negotiable,650,1,2,Vitrified Tiles,0,>10 years old,5.4,Full,North-East,3,7,Bike and Car,NA,Both,12e3
19.176309410000002,72.95306584,Negotiable,350,1,1,Vitrified Tiles,1,>10 years old,2.9,Semi,East,1,2,None,NA,Both,6e3
19.1251683,72.89403189,Negotiable,1024,2,2,Vitrified Tiles,0,>10 years old,4.9,Semi,South,1,8,Bike and Car,Full,Both,18700
19.25183717,72.85861684,Negotiable,400,1,1,Vitrified Tiles,0,>10 years old,0,Semi,NA,2,4,Bike and Car,NA,Corporation,7500
19.16072646,72.88755856,Negotiable,970,2,2,Vitrified Tiles,0,>10 years old,5.2,Full,East,3,17,Car,NA,Corporation,14e3
19.2016079,72.8408857,Negotiable,1350,3,3,Marble/Granite,2,5-10 years old,1.9,Full,NA,4,8,Bike and Car,None,Both,20500
19.1414966,72.80670863,Negotiable,250,1,1,Marble/Granite,0,>10 years old,2,Unfurnished,North,1,4,None,Full,Both,2100
19.12578139,72.85290568,Negotiable,605,2,2,Vitrified Tiles,0,Newly Constructed,7.9,Semi,East,2,7,Bike and Car,NA,Both,2e4
19.2136663,72.83728331,Non-negotiable,800,2,2,Mosaic,0,>10 years old,2.5,Unfurnished,North,4,7,Bike and Car,NA,Both,13500
19.01814276,72.83642482,Negotiable,1800,3,2,Vitrified Tiles,2,>10 years old,2.8,Semi,West,5,6,None,NA,Both,5e4
19.0896682,72.9147791,Negotiable,630,2,2,Marble/Granite,0,>10 years old,4.8,Semi,East,7,7,Car,Full,Corporation,22500
19.2476736,72.85885566,Negotiable,603,1,1,Vitrified Tiles,1,>10 years old,0.8,Semi,South-West,2,3,Bike,None,Corporation,11e3
19.10781657,72.86562922,Non-negotiable,400,1,1,Vitrified Tiles,0,>10 years old,3,Semi,NA,1,3,None,NA,Corporation,6500
19.1841055,72.84573921,Negotiable,120,1,1,Vitrified Tiles,0,>10 years old,0,Semi,South,0,0,None,NA,Corporation,2e3
19.08465254,72.84865333,Negotiable,300,1,1,Marble/Granite,0,>10 years old,0,Unfurnished,South,0,0,Bike,NA,Corporation,1850
19.25473597,72.85761465,Negotiable,950,2,2,Vitrified Tiles,0,>10 years old,2.4,Unfurnished,NA,1,7,Bike,NA,Corporation,11e3
19.162198,72.83631825,Negotiable,2100,2,1,Vitrified Tiles,1,>10 years old,0.1,Unfurnished,West,0,0,None,NA,Corporation,8e3
19.16797948,72.96269816,Negotiable,1200,3,3,Marble/Granite,3,>10 years old,3.3,Unfurnished,North,4,7,Bike and Car,NA,Both,26500
19.21182705,72.82273101,Negotiable,500,1,1,Vitrified Tiles,1,>10 years old,0,Unfurnished,NA,0,1,Bike,NA,Both,8500
19.1294835,72.85298448,Negotiable,610,1,1,Vitrified Tiles,2,>10 years old,0,Semi,North,3,4,Bike and Car,None,Corporation,15e3
19.08806072,72.82833577,Non-negotiable,460,1,1,Marble/Granite,0,3-5 years old,1.1,Full,NA,2,2,None,Full,Corporation,9e3
19.15678948,72.9308405,Negotiable,300,1,1,Vitrified Tiles,2,>10 years old,0.7,Unfurnished,North,0,1,Bike,NA,Corporation,2330
19.07328473,72.90848371,Negotiable,500,1,2,Mosaic,3,>10 years old,0,Unfurnished,East,4,10,Bike and Car,NA,Both,12500
19.07740466,72.85798042,Negotiable,1e3,2,2,Vitrified Tiles,2,>10 years old,4,Full,East,5,11,Bike,NA,Both,22500
