Lat,Long,Negotiable,Area,NoofBedrooms,NoofBathrooms,FloorType,NoofBalconies,Age,Maint_sqft,Furnished,Facing,OnFloor,NooffloorsinBldg,Parking,PowerBackup,WaterSupply,HousePriceinK
19.08935213,72.89108514,Non-negotiable,330,1,2,Marble/Granite,1,1-3 years old,0,Unfurnished,NA,0,0,None,NA,Corporation,2700
19.21856505,72.86576709,Negotiable,400,1,1,Vitrified Tiles,0,5-10 years old,4,Unfurnished,East,7,7,None,None,Corporation,5700
19.1702821,72.8698946,Negotiable,620,1,2,Vitrified Tiles,2,Newly Constructed,0,Semi,East,0,22,Bike and Car,Full,Corporation,10500
19.2588367,72.8685327,Negotiable,700,2,2,Marble/Granite,0,>10 years old,3.6,Semi,East,0,7,Bike and Car,Full,Corporation,11e3
18.9574125,72.8302738,Negotiable,850,2,2,Marble/Granite,1,1-3 years old,0.2,Semi,NA,0,4,Car,Full,Both,7500
19.06060385,72.92603344,Negotiable,750,3,3,Vitrified Tiles,0,>10 years old,0,Unfurnished,East,0,1,None,None,Corporation,4500
19.14084053,72.9329834,Non-negotiable,450,1,2,Vitrified Tiles,0,3-5 years old,6.7,Unfurnished,NA,2,7,Bike and Car,NA,NA,9e3
19.00260386,72.81385981,Negotiable,1399,3,3,Marble/Granite,2,>10 years old,4.8,Full,NA,5,11,Bike and Car,NA,Corporation,8e4
19.0244794,72.86708128,Negotiable,1750,4,4,Vitrified Tiles,0,>10 years old,7.1,Full,West,13,14,Bike and Car,Partial,Both,5e4
19.17578857,72.87810328,Negotiable,380,1,1,Vitrified Tiles,0,>10 years old,2.1,Semi,NA,0,3,Bike and Car,Full,Corporation,5400
19.206129,72.82235,Negotiable,997,2,2,Vitrified Tiles,1,1-3 years old,4.5,Unfurnished,North-East,27,32,Bike and Car,Full,Corporation,13500
19.2128875,72.8368935,Negotiable,1530,4,3,NA,0,>10 years old,3.3,Full,NA,5,17,Bike and Car,NA,Both,4e4
19.10575472,72.86606189,Negotiable,430,1,1,Vitrified Tiles,0,5-10 years old,2.1,Semi,NA,4,4,Bike and Car,Full,Both,8500
19.20166286,72.82513974,Negotiable,240,1,1,Mosaic,1,>10 years old,4.2,Unfurnished,West,2,7,Bike,NA,Both,3800
19.10522797,72.86655836,Negotiable,430,1,1,Vitrified Tiles,1,>10 years old,2.1,Semi,NA,4,5,Bike and Car,NA,Both,8300
19.13792926,72.81067991,Negotiable,390,1,1,Vitrified Tiles,0,1-3 years old,0,Unfurnished,NA,3,7,Bike,Partial,Corporation,7e3
19.13834832,72.81087039,Negotiable,1450,4,2,Vitrified Tiles,1,3-5 years old,2.1,Semi,East,15,21,Bike and Car,NA,Both,35e3
19.08075004,72.85865936,Negotiable,400,1,1,Vitrified Tiles,2,3-5 years old,7.5,Unfurnished,South,2,6,Bike,None,Corporation,7e3
19.16458017,72.85545164,Negotiable,1e3,2,2,Vitrified Tiles,3,>10 years old,6,Unfurnished,East,10,11,Bike,Full,Corporation,19e3
19.24689333,72.85052289,Non-negotiable,350,1,2,Vitrified Tiles,0,>10 years old,3.4,Unfurnished,East,4,4,Bike and Car,NA,Corporation,1e4
19.23100881,72.84182648,Negotiable,225,1,1,Marble/Granite,1,>10 years old,4.4,Unfurnished,East,1,7,Bike and Car,None,Corporation,4e3
19.19160652,72.86830139,Negotiable,920,2,2,Vitrified Tiles,0,Newly Constructed,2.2,Unfurnished,East,4,8,Bike and Car,None,Corporation,9500
19.122439,72.868012,Negotiable,1341,2,2,Vitrified Tiles,1,Newly Constructed,0,Semi,NA,5,9,Bike and Car,Full,Both,27500
18.98185892,72.82674754,Negotiable,650,1,1,Vitrified Tiles,0,>10 years old,38.5,Unfurnished,NA,7,10,None,None,Corporation,2e4
19.20715182,72.819306,Negotiable,410,1,1,Marble/Granite,1,>10 years old,4.4,Unfurnished,North,4,6,Bike,None,Corporation,6e3
19.1578696,72.8561297,Negotiable,600,1,1,Vitrified Tiles,0,>10 years old,3.3,Semi,NA,2,6,Bike and Car,NA,Both,1e4
19.14620972,72.93812561,Negotiable,1275,3,3,Marble/Granite,1,5-10 years old,5.7,Full,East,19,20,Bike and Car,NA,Corporation,24e3
19.08593592,72.90307475,Negotiable,640,2,2,Vitrified Tiles,1,5-10 years old,3.9,Unfurnished,NA,2,8,None,Full,Both,16e3
19.23372762,72.86382396,Negotiable,820,2,2,Cement,1,>10 years old,2.7,Full,West,0,7,Bike and Car,Full,Both,15e3
19.22342467,72.8659105,Non-negotiable,385,1,1,Mosaic,0,>10 years old,4.7,Unfurnished,North,2,7,Bike,NA,Corporation,6500
19.00855844,72.8230129,Negotiable,3943,3,3,Vitrified Tiles,2,Newly Constructed,0,Unfurnished,South-West,25,30,Bike and Car,NA,Corporation,2e5
19.19562967,72.86776677,Non-negotiable,720,1,2,Vitrified Tiles,1,Under Construction,0,Unfurnished,East,13,22,Bike and Car,Full,Corporation,11e3
19.14171646,72.8103418,Negotiable,350,1,1,Vitrified Tiles,0,5-10 years old,2.9,Semi,West,1,3,Bike,NA,Both,3500
19.1422368,72.80761584,Negotiable,504,1,1,Vitrified Tiles,0,Newly Constructed,4,Unfurnished,North,6,7,Bike and Car,NA,Both,12400
19.25844964,72.86250192,Negotiable,525,1,1,Vitrified Tiles,0,>10 years old,1.9,Semi,East,4,4,Bike and Car,NA,Corporation,8500
19.25737034,72.87485535,Negotiable,500,1,1,Marble/Granite,1,3-5 years old,1,Full,West,3,4,Bike,None,Both,4600
19.17358993,72.96809359,Negotiable,850,2,2,Marble/Granite,0,>10 years old,1.6,Semi,North,7,7,Bike and Car,Full,Corporation,16e3
19.06407383,72.89317375,Non-negotiable,1350,3,3,Vitrified Tiles,3,Newly Constructed,5.2,Unfurnished,North,5,15,Bike and Car,Full,Corporation,22e3
19.19395117,72.83777336,Negotiable,1180,2,2,Vitrified Tiles,4,3-5 years old,4.2,Semi,South-East,4,15,Bike and Car,Full,Both,21e3
19.1667366,72.9484558,Negotiable,425,1,1,Vitrified Tiles,0,>10 years old,4,Semi,East,2,4,Bike and Car,None,Both,10500
19.178896,72.8166326,Non-negotiable,800,2,2,NA,0,>10 years old,2.9,Unfurnished,East,4,6,Bike and Car,NA,Both,7e3
19.0937221,72.89194789,Negotiable,375,1,1,Cement,0,>10 years old,2.7,Unfurnished,South,4,4,Bike and Car,Full,Corporation,8e3
19.12813822,72.83249165,Negotiable,500,2,2,Vitrified Tiles,0,Under Construction,0,Unfurnished,NA,6,13,Bike and Car,NA,Corporation,15e3
19.13049592,72.86545101,Negotiable,500,1,1,Vitrified Tiles,0,>10 years old,0,Unfurnished,North-East,5,8,Bike and Car,None,Corporation,17500
19.128611,72.82985705,Non-negotiable,600,1,1,Vitrified Tiles,0,>10 years old,0,Unfurnished,East,0,1,Bike,None,Corporation,4800
19.15482286,72.83216346,Negotiable,100,1,1,Cement,0,5-10 years old,0,Semi,West,0,0,None,None,Corporation,2e3
18.97798728,72.83195856,Negotiable,400,1,1,Vitrified Tiles,0,Newly Constructed,0,Unfurnished,NA,0,21,Car,NA,Both,11500
19.03544825,72.86489534,Negotiable,1400,3,3,Vitrified Tiles,0,>10 years old,0.1,Semi,East,1,3,None,NA,Both,13500
19.22530223,72.86095801,Negotiable,400,1,1,Vitrified Tiles,0,>10 years old,2.5,Semi,North-East,0,3,Car,Full,Corporation,8700
19.1336804,72.8227911,Negotiable,320,1,1,Cement,2,>10 years old,3.1,Semi,West,0,4,Bike and Car,Partial,Both,9e3
19.07705992,72.85831838,Negotiable,400,1,1,Vitrified Tiles,0,>10 years old,0,Semi,East,0,1,Bike,NA,Both,5500
19.1542515,72.8872413,Negotiable,920,2,2,Marble/Granite,0,5-10 years old,2.7,Semi,West,3,7,Bike and Car,None,Borewell,8500
19.1693103,72.8720114,Negotiable,620,1,2,Vitrified Tiles,3,Newly Constructed,0,Semi,South-West,9,22,Bike and Car,NA,Both,9500
19.11617864,72.92712909,Negotiable,905,2,2,Vitrified Tiles,1,3-5 years old,7.7,Unfurnished,North,9,27,Bike and Car,NA,Both,21e3
19.14874268,72.9274292,Negotiable,780,2,2,NA,4,1-3 years old,0,Unfurnished,South,5,15,Bike and Car,NA,Both,12500
19.24390419,72.86779625,Negotiable,650,2,2,Marble/Granite,2,>10 years old,2.3,Full,NA,1,7,Bike and Car,Partial,Both,17e3
19.12802384,72.84056079,Negotiable,370,1,1,Vitrified Tiles,0,>10 years old,0,Semi,East,1,2,None,NA,Corporation,3500
19.0599003,72.8788359,Negotiable,650,1,2,Vitrified Tiles,1,Newly Constructed,4.6,Unfurnished,East,17,17,Bike and Car,Partial,Corporation,8500
19.01936244,72.86288787,Negotiable,750,2,2,Vitrified Tiles,2,>10 years old,2.4,Full,South,3,4,Bike and Car,None,Corporation,2e4
19.12035097,72.89631721,Negotiable,1030,2,2,Vitrified Tiles,1,>10 years old,6.1,Semi,NA,5,11,Car,NA,Corporation,22e3
19.06444482,72.87496612,Negotiable,492,1,1,Vitrified Tiles,1,>10 years old,3.7,Semi,North,2,3,Bike and Car,None,Corporation,11e3
19.0796375,72.9070116,Negotiable,1445,3,3,Vitrified Tiles,0,1-3 years old,6.9,Full,NA,8,8,Bike and Car,Full,Corporation,47e3
19.082615,72.9112662,Negotiable,1300,3,2,Vitrified Tiles,0,>10 years old,1.2,Semi,North-East,4,4,Bike,NA,Corporation,22e3
19.113373,72.8301768,Negotiable,500,1,1,Vitrified Tiles,0,>10 years old,3.4,Semi,East,4,12,Car,NA,Corporation,18500
19.173764,72.86054822,Negotiable,425,1,1,Mosaic,0,>10 years old,3.5,Semi,West,0,7,Bike and Car,Partial,Corporation,6800
19.22405527,72.84445401,Negotiable,380,1,1,Mosaic,0,>10 years old,6.6,Semi,East,0,4,Bike and Car,Full,Both,9500
19.1067711,72.9225416,Non-negotiable,650,1,1,Marble/Granite,1,>10 years old,2.4,Semi,North,6,7,None,Full,Both,14500
19.26078535,72.86387764,Negotiable,535,1,1,Vitrified Tiles,0,>10 years old,1.7,Full,NA,1,6,Bike and Car,NA,NA,6200
19.1929949,72.83696576,Negotiable,518,1,1,Vitrified Tiles,3,Newly Constructed,1.9,Unfurnished,North,11,24,Bike,NA,Corporation,4e3
19.10446055,72.85097879,Negotiable,300,1,1,Vitrified Tiles,0,>10 years old,0,Unfurnished,North,0,0,None,NA,Corporation,7500
19.21682781,72.8283886,Negotiable,695,2,2,Vitrified Tiles,1,>10 years old,2.4,Semi,West,6,6,Bike and Car,Partial,Corporation,13500
19.20955089,72.8473098,Negotiable,695,2,2,Marble/Granite,1,>10 years old,5.3,Semi,East,5,7,None,NA,Corporation,15e3
18.9540371,72.83195961,Negotiable,420,1,2,Vitrified Tiles,0,>10 years old,0.7,Unfurnished,East,1,6,Bike and Car,None,Corporation,7050
18.97188446,72.84361715,Negotiable,750,2,1,Marble/Granite,0,>10 years old,3.3,Semi,NA,2,16,None,None,Corporation,24e3
19.01657942,72.82481951,Negotiable,550,1,2,Vitrified Tiles,1,>10 years old,3.6,Semi,East,0,4,Bike and Car,NA,Corporation,17500
19.20445677,72.83615629,Negotiable,1396,4,1,Vitrified Tiles,0,1-3 years old,0.7,Unfurnished,East,5,7,Bike and Car,None,Corporation,22e3
18.97425902,72.83637249,Non-negotiable,1200,2,4,Vitrified Tiles,1,>10 years old,1,Unfurnished,East,2,3,Bike and Car,None,Corporation,24e3
19.2533426,72.86251214,Negotiable,420,1,2,NA,1,>10 years old,0.1,Unfurnished,East,0,0,Bike,None,Corporation,3e3
19.152075,72.9434222,Negotiable,600,1,2,Vitrified Tiles,0,1-3 years old,3.3,Unfurnished,North,19,20,None,Full,Corporation,9500
19.0550259,72.82706524,Negotiable,450,1,1,Vitrified Tiles,0,>10 years old,0,Semi,NA,1,4,None,None,Both,18e3
19.1415904,72.8097144,Negotiable,350,1,1,Marble/Granite,1,>10 years old,1.9,Unfurnished,NA,1,4,Bike and Car,Full,Both,3200
19.0882182,72.9140117,Negotiable,1500,3,3,Marble/Granite,5,Newly Constructed,4,Semi,East,10,10,Bike and Car,Full,Corporation,32e3
19.13166395,72.86091361,Non-negotiable,365,1,1,Vitrified Tiles,2,>10 years old,2.5,Semi,NA,4,7,Bike and Car,Partial,Both,6200
19.077509,72.85195703,Negotiable,942,2,2,Vitrified Tiles,3,>10 years old,1.1,Semi,NA,2,7,None,NA,Corporation,21e3
18.990588,72.8338818,Negotiable,1300,3,3,Vitrified Tiles,0,>10 years old,9.2,Semi,East,7,21,Bike and Car,NA,Both,8e4
19.14824048,72.92786697,Negotiable,415,1,1,Vitrified Tiles,0,>10 years old,2.4,Full,West,4,4,Car,None,Both,7e3
19.0672579,72.8379929,Negotiable,975,3,3,Vitrified Tiles,0,Newly Constructed,0,Full,West,9,13,Bike and Car,Full,Corporation,61e3
19.215923,72.82183458,Non-negotiable,800,2,2,Vitrified Tiles,4,>10 years old,0,Semi,West,3,7,Bike and Car,Full,Corporation,14e3
19.1428052,72.8433498,Negotiable,1281,3,3,Vitrified Tiles,2,>10 years old,3.9,Semi,West,1,23,Bike and Car,NA,Corporation,33e3
19.05099639,72.82896163,Negotiable,831,2,2,Vitrified Tiles,2,>10 years old,3,Unfurnished,South,1,10,Bike and Car,None,Corporation,37500
19.1729955,72.93683188,Non-negotiable,750,1,2,Vitrified Tiles,0,>10 years old,0,Unfurnished,NA,0,2,Bike and Car,NA,Corporation,8e3
19.06547313,72.83426604,Non-negotiable,750,2,2,Marble/Granite,1,>10 years old,4.7,Full,South,7,7,Bike and Car,None,Corporation,6e4
19.09841697,72.84285543,Negotiable,750,2,2,Vitrified Tiles,0,>10 years old,2.7,Semi,South,1,3,Bike,None,Corporation,27500
19.1356408,72.8195829,Negotiable,750,1,2,Vitrified Tiles,0,>10 years old,1.3,Unfurnished,East,11,11,Bike and Car,None,Corporation,15e3
19.1726481,72.84053828,Negotiable,900,2,2,Marble/Granite,2,>10 years old,3.3,Full,South-West,0,7,Bike,Full,Both,14800
19.0993823,72.8859716,Negotiable,856,2,2,Vitrified Tiles,0,3-5 years old,5.3,Unfurnished,North,3,12,Bike and Car,None,Both,15500
19.09574997,72.85394801,Negotiable,820,2,2,Marble/Granite,4,>10 years old,14.6,Semi,East,5,7,None,NA,Corporation,26e3
19.23779713,72.84595441,Negotiable,1280,2,2,Vitrified Tiles,3,1-3 years old,2,Semi,East,4,7,Bike and Car,Partial,Corporation,18e3
19.21685826,72.84811862,Negotiable,528,1,1,Vitrified Tiles,0,>10 years old,2.6,Unfurnished,East,0,4,Bike and Car,NA,Both,11e3
19.15994804,72.9339226,Negotiable,543,1,2,Vitrified Tiles,0,3-5 years old,9.2,Semi,North-East,4,14,Bike and Car,Full,Corporation,11e3
19.1402034,72.86756953,Negotiable,180,1,1,Cement,0,>10 years old,0,Unfurnished,East,0,0,Bike,None,Corporation,2500
19.1826638,72.8570728,Non-negotiable,1095,2,2,Marble/Granite,0,Newly Constructed,4.1,Full,East,7,21,Bike and Car,NA,Corporation,16500
19.05819254,72.87936282,Negotiable,280,1,2,Vitrified Tiles,1,>10 years old,0,Semi,South,0,1,None,NA,Both,2900
18.941033,72.82687083,Negotiable,1464,3,3,Marble/Granite,2,>10 years old,1.7,Semi,East,2,7,Bike and Car,None,Both,6e4
18.96858039,72.84023614,Negotiable,250,1,1,Marble/Granite,0,3-5 years old,4,Semi,North-East,3,8,Bike,NA,Corporation,7e3
19.18219954,72.81295616,Non-negotiable,780,2,2,Vitrified Tiles,1,3-5 years old,2.6,Semi,East,7,7,None,Full,Corporation,7e3
18.97099995,72.84015744,Non-negotiable,385,1,1,Vitrified Tiles,1,>10 years old,1.9,Full,North,0,2,Bike and Car,Full,Corporation,2e4
19.08149619,72.84441853,Negotiable,325,1,1,Vitrified Tiles,0,>10 years old,1.8,Unfurnished,South,4,7,None,None,Corporation,4500
19.0656524,72.83515962,Negotiable,1457,2,2,Vitrified Tiles,3,>10 years old,2.4,Unfurnished,North-West,5,7,Bike and Car,None,Corporation,47500
19.0156519,72.8235066,Non-negotiable,1700,3,4,Marble/Granite,1,5-10 years old,0,Full,East,15,29,Bike and Car,Full,Both,72e3
19.22419546,72.84483788,Non-negotiable,630,2,2,Cement,2,Under Construction,3.2,Unfurnished,North-West,0,16,Bike,None,Corporation,12800
19.08127238,72.8492618,Negotiable,850,2,2,Vitrified Tiles,1,>10 years old,3.5,Unfurnished,East,10,10,Bike and Car,Full,Corporation,15e3
19.10004556,72.91602267,Non-negotiable,2e3,4,4,Vitrified Tiles,2,Newly Constructed,13,Unfurnished,NA,16,22,Bike and Car,NA,Corporation,45e3
19.1459869,72.84654443,Non-negotiable,700,1,1,Vitrified Tiles,1,>10 years old,1.4,Semi,NA,4,4,Bike and Car,NA,Corporation,8e3
19.243912,72.8649136,Negotiable,325,1,1,Vitrified Tiles,1,>10 years old,0,Full,West,2,4,Bike and Car,None,Corporation,5300
19.13999372,72.82515547,Negotiable,300,1,1,Vitrified Tiles,0,>10 years old,4.4,Semi,NA,0,4,Bike and Car,Full,Corporation,11e3
19.0837121,72.900367,Negotiable,360,1,1,Marble/Granite,1,Newly Constructed,2.8,Full,South,7,8,Bike and Car,NA,Corporation,6100
19.1693103,72.8720114,Negotiable,450,1,2,Vitrified Tiles,3,1-3 years old,0,Semi,West,0,22,Bike and Car,Full,Both,11e3
19.1405116,72.8421555,Negotiable,825,2,2,Vitrified Tiles,2,Under Construction,0,Unfurnished,South,6,7,Bike,NA,Both,13e3
19.09801865,72.9201355,Negotiable,1100,2,2,Vitrified Tiles,1,Under Construction,5.5,Unfurnished,East,14,22,Car,NA,Corporation,19500
19.19563915,72.86771788,Negotiable,427,1,2,Vitrified Tiles,0,Under Construction,0,Unfurnished,South,12,20,Bike and Car,NA,Corporation,1e4
19.20341921,72.85842608,Negotiable,640,1,2,Vitrified Tiles,0,Newly Constructed,0,Semi,East,0,19,Bike and Car,Full,Corporation,8900
19.1705593,72.9321565,Negotiable,580,1,2,Mosaic,0,>10 years old,4.3,Full,West,5,7,Bike and Car,NA,Both,8300
19.1690183,72.881842,Negotiable,860,2,2,Vitrified Tiles,0,5-10 years old,3.5,Semi,East,7,7,Bike and Car,None,Both,12e3
19.1529482,72.8842094,Negotiable,765,2,2,Marble/Granite,3,>10 years old,3.9,Full,East,0,7,Bike and Car,Partial,Corporation,7e3
19.05246411,72.886842,Negotiable,800,1,1,Vitrified Tiles,0,>10 years old,1.5,Unfurnished,East,7,7,Bike and Car,None,Corporation,12e3
19.22918545,72.85489081,Negotiable,900,3,3,Marble/Granite,1,3-5 years old,0.3,Full,South-East,0,2,Bike and Car,Full,Corporation,9e3
19.1029262,72.9275318,Negotiable,859,2,2,Marble/Granite,1,1-3 years old,18.6,Unfurnished,South-East,4,26,Bike and Car,Full,Both,29e3
19.1693103,72.8720114,Negotiable,625,1,2,Vitrified Tiles,1,Under Construction,6,Unfurnished,East,22,22,Car,NA,Both,10500
19.13048399,72.81821813,Negotiable,490,1,1,Vitrified Tiles,0,>10 years old,3.5,Semi,South,4,4,Bike and Car,None,Corporation,9500
19.13875709,72.86543933,Negotiable,1150,2,2,Vitrified Tiles,1,Newly Constructed,8.7,Full,East,2,11,Bike and Car,Full,Both,25e3
19.1669462,72.96636049,Negotiable,400,1,1,Vitrified Tiles,0,>10 years old,1.5,Unfurnished,East,0,0,Bike,None,Corporation,7e3
19.20437952,72.83477159,Negotiable,640,2,2,Vitrified Tiles,3,5-10 years old,5.5,Semi,North-East,2,18,Bike and Car,NA,Both,10500
19.17861967,72.81656712,Negotiable,570,1,1,Vitrified Tiles,0,3-5 years old,2.6,Unfurnished,North,7,7,Bike and Car,NA,Corporation,5e3
19.12710468,72.85773844,Negotiable,600,1,1,Mosaic,2,>10 years old,3,Semi,NA,0,7,Bike and Car,Full,Corporation,11e3
19.1544577,72.88496205,Negotiable,950,2,2,Vitrified Tiles,0,3-5 years old,2.6,Unfurnished,West,19,20,Bike and Car,Full,Corporation,8500
19.08942878,72.89803817,Negotiable,495,1,1,Vitrified Tiles,0,>10 years old,2,Semi,West,4,4,Car,None,Both,7700
19.1765205,72.8672841,Negotiable,660,1,1,Marble/Granite,0,Newly Constructed,3.8,Unfurnished,NA,4,14,Bike and Car,NA,NA,10100
19.1269234,72.8331559,Non-negotiable,900,2,2,Vitrified Tiles,0,5-10 years old,2.8,Semi,East,6,14,Bike and Car,NA,Corporation,23e3
19.1573196,72.845655,Negotiable,960,2,2,Marble/Granite,0,Newly Constructed,3.6,Unfurnished,NA,7,14,Bike and Car,NA,NA,15e3
19.12807261,72.84658591,Non-negotiable,1200,2,2,Vitrified Tiles,0,1-3 years old,4.2,Full,East,1,7,Bike and Car,NA,Corporation,25e3
19.04337601,72.89377914,Negotiable,526,1,1,Vitrified Tiles,0,5-10 years old,4.9,Full,North-East,3,7,Bike and Car,None,Corporation,8600
19.1453547,72.9270144,Negotiable,150,1,1,Vitrified Tiles,0,>10 years old,5.3,Unfurnished,North,0,0,None,NA,Corporation,1300
19.12018118,72.88039988,Non-negotiable,350,1,1,Vitrified Tiles,1,5-10 years old,0,Full,NA,0,0,Bike and Car,NA,Corporation,4500
19.1044719,72.9013418,Negotiable,260,1,1,Vitrified Tiles,1,5-10 years old,1.9,Unfurnished,East,0,7,Bike and Car,None,Corporation,2500
18.98013757,72.84034188,Negotiable,400,1,1,Vitrified Tiles,2,>10 years old,2.5,Semi,North,5,7,None,Full,Both,8500
19.12732609,72.82252119,Negotiable,3800,4,5,Marble/Granite,7,Newly Constructed,15.8,Full,NA,10,23,Bike and Car,NA,Both,2e5
19.0674035,72.8956181,Negotiable,573,2,2,Marble/Granite,0,Newly Constructed,3.5,Unfurnished,North-West,5,16,None,None,Corporation,15e3
18.99895048,72.85272143,Negotiable,978,2,2,Vitrified Tiles,0,>10 years old,2.4,Semi,NA,2,6,Bike and Car,NA,Both,27500
18.9443577,72.7942008,Negotiable,1496,3,3,Vitrified Tiles,0,1-3 years old,6.7,Semi,NA,11,22,Car,NA,Corporation,85e3
19.21141887,72.83787167,Non-negotiable,825,2,2,Vitrified Tiles,2,>10 years old,3.6,Unfurnished,West,5,10,Bike and Car,NA,Corporation,2e4
18.97311899,72.81293469,Negotiable,280,1,1,Vitrified Tiles,0,>10 years old,2.9,Unfurnished,North,1,4,Bike and Car,NA,Both,1e4
19.1522362,72.8446193,Negotiable,820,2,2,Marble/Granite,2,Under Construction,0,Unfurnished,South-East,1,7,Bike and Car,NA,Corporation,19700
19.240218079999998,72.85259653,Negotiable,900,2,1,Marble/Granite,1,>10 years old,2.2,Semi,East,3,4,Bike and Car,Full,Both,18e3
19.2101519,72.8632481,Negotiable,565,1,1,Vitrified Tiles,0,>10 years old,4.4,Unfurnished,West,3,7,None,NA,Both,9500
19.2240612,72.8666469,Negotiable,390,1,1,Vitrified Tiles,1,>10 years old,2.1,Full,West,1,4,Bike and Car,None,Both,7500
19.04243916,72.87327732,Negotiable,1100,2,2,Vitrified Tiles,0,>10 years old,2.3,Semi,North-West,1,4,Bike and Car,Full,Corporation,16e3
19.16858292,72.93634796,Negotiable,1026,2,2,Vitrified Tiles,0,Under Construction,3.9,Unfurnished,NA,17,39,Bike and Car,Partial,Corporation,17500
19.13099289,72.82807922,Negotiable,2550,4,4,Vitrified Tiles,5,1-3 years old,7.8,Unfurnished,NA,26,31,Bike and Car,NA,Both,57500
18.97129292,72.8222353,Negotiable,950,2,2,Marble/Granite,1,>10 years old,1.3,Unfurnished,NA,1,3,Bike,None,Both,25e3
19.24123955,72.86810905,Negotiable,320,1,1,Vitrified Tiles,0,5-10 years old,3.1,Semi,East,2,7,Bike and Car,None,Corporation,5300
19.1808735,72.8574558,Negotiable,565,1,1,Cement,0,5-10 years old,4.4,Semi,East,5,7,Car,None,Both,8500
19.10843957,72.86796961,Negotiable,380,1,2,Vitrified Tiles,0,>10 years old,2.1,Unfurnished,East,2,4,None,None,Corporation,8e3
19.15340574,72.88557206,Negotiable,614,2,2,Vitrified Tiles,0,1-3 years old,0,Unfurnished,NA,1,3,Bike and Car,Full,Both,6e3
19.21536805,72.8146316,Negotiable,575,1,1,Vitrified Tiles,0,>10 years old,4.3,Unfurnished,West,7,7,Bike,NA,Corporation,7650
19.22328882,72.84126792,Negotiable,340,1,1,Marble/Granite,0,5-10 years old,2.9,Unfurnished,East,2,22,None,Partial,Corporation,6e3
19.14010337,72.81144562,Negotiable,1100,2,2,Vitrified Tiles,4,>10 years old,3.6,Semi,East,2,7,Car,NA,Corporation,26500
19.21855765,72.87117853,Non-negotiable,600,1,2,Marble/Granite,0,>10 years old,3.2,Unfurnished,North-East,1,8,Car,NA,Corporation,9200
19.07774396,72.91380916,Negotiable,325,1,1,Vitrified Tiles,0,>10 years old,2.8,Semi,South,0,3,Bike and Car,Full,Both,1e4
19.09387519,72.901613,Negotiable,329,1,1,Vitrified Tiles,0,>10 years old,3,Unfurnished,North,2,2,Bike,NA,Corporation,6e3
19.06755662,72.87842685,Negotiable,1100,2,2,Vitrified Tiles,0,Newly Constructed,0,Unfurnished,East,3,7,Bike and Car,NA,Corporation,17e3
19.07992172,72.88587189,Negotiable,1050,2,2,Vitrified Tiles,2,1-3 years old,4.8,Full,East,7,11,Bike and Car,NA,Corporation,17e3
19.09938621,72.91630991,Negotiable,800,2,2,Vitrified Tiles,0,Newly Constructed,0,Unfurnished,West,17,22,Bike and Car,Partial,Both,2e4
19.05243674,72.90167068,Negotiable,1450,4,4,Vitrified Tiles,0,1-3 years old,6.9,Semi,West,13,14,Car,NA,Corporation,6e4
19.19015133,72.84791406,Negotiable,250,1,1,Vitrified Tiles,1,Newly Constructed,7.2,Unfurnished,East,3,7,Bike and Car,None,Corporation,6e3
18.97174881,72.84490623,Negotiable,700,2,1,Vitrified Tiles,0,>10 years old,2,Semi,South,3,6,Bike and Car,NA,Corporation,25e3
19.11829349,72.87818112,Negotiable,475,1,1,Vitrified Tiles,2,>10 years old,2.3,Semi,West,4,4,Bike and Car,NA,Both,8500
19.01504356,72.85720006,Negotiable,1e3,2,2,Vitrified Tiles,0,>10 years old,3,Unfurnished,West,0,2,Bike and Car,None,Corporation,25e3
18.95530862,72.81414127,Negotiable,2e3,2,4,Marble/Granite,2,>10 years old,1.5,Semi,North-West,5,5,None,NA,Both,12e4
19.136104,72.8636405,Negotiable,1200,3,3,Marble/Granite,0,5-10 years old,6.7,Full,NA,11,12,Bike and Car,NA,NA,25e3
19.19271769,72.85979766,Non-negotiable,300,1,1,Vitrified Tiles,0,5-10 years old,3.3,Unfurnished,NA,0,7,Bike,NA,Both,3500
19.17959357,72.93954296,Negotiable,860,2,2,Vitrified Tiles,0,>10 years old,3.5,Semi,East,2,7,Bike,NA,Both,14500
19.03618733,72.8419935,Negotiable,1100,2,2,Vitrified Tiles,0,>10 years old,4.1,Semi,South,3,6,Bike and Car,NA,Both,37500
19.20312448,72.84267603,Negotiable,990,3,3,Vitrified Tiles,1,>10 years old,3,Semi,NA,1,8,None,Full,Both,3e4
19.1283293,72.8581806,Negotiable,880,2,2,Vitrified Tiles,0,>10 years old,0,Unfurnished,East,3,10,None,NA,Both,16800
19.17725763,72.95175107,Negotiable,590,2,2,Vitrified Tiles,1,Under Construction,5.1,Unfurnished,East,4,8,Car,Full,Both,16500
19.06160198,72.89572481,Negotiable,425,1,1,Vitrified Tiles,2,5-10 years old,2.4,Unfurnished,North-West,8,15,Bike and Car,NA,Corporation,5e3
19.06390767,72.90285956,Non-negotiable,500,1,1,Vitrified Tiles,0,>10 years old,3.6,Unfurnished,East,3,4,None,None,Corporation,10500
19.16286647,72.95719847,Non-negotiable,350,1,1,Vitrified Tiles,1,Newly Constructed,2.9,Unfurnished,North-East,14,18,Bike and Car,NA,Corporation,3229.9999999999995
