Unique ID,PostedTime,Lat,Long,SaleType,HouseType,Address,Verified,LoanVerified,Price,Negotiable,Area,Measure,MonthlyEMI,Bedrooms,Bathrooms,FloorType,Balconies,ShortAddress,Bldgtype,Age,OwnedBy,Maintanance,FloorType2,Area2,Furnished,Facing,FloorOn,Parking,PowerBackup,WaterSupply,propid,
1581,"Jul 12, 2018 2:29:26 PM",19.22103598,72.82913151,Resale,"2 BHK for sale,
Sector 7","Sector 7, Sector 7, Near Mtnl",Pre-verified,Loan Verified,65 Lacs,Negotiable,646,Sq.Ft,50.53 K/Month,2 bedrooms,2 Baths,Vitrified Tiles,0 Balconies,Sector 7,Independent House/Villa,>10 years old,Self Owned,0.6 per sq.ft/m,Vitrified Tiles,646 sq.ft,Unfurnished,North,Floor 0 / 1,Bike,NA,Corporation,ff808181620029c60162011826d6639e,
1582,"Jul 12, 2018 2:14:17 PM",19.2380223,72.8682676,Resale,"1 BHK for sale,
Shiddhi Vinayak Annexe","Shiddhi Vinayak Annexe, Sant Gadge Maharaj Marg Kajupad ...",Pre-verified,Loan Verified,94 Lacs,Negotiable,735,Sq.Ft,73.07 K/Month,1 bedrooms,1 Bath,NA,1 Balcony,Shiddhi Vinayak Ann,Apartment,3-5 years old,Self Owned,3.1 per sq.ft/m,NA,735 sq.ft,Unfurnished,NA,Floor 9 / 10,Bike,NA,Both,ff80818164877a8e0164884624667d0d,
1583,"Jul 12, 2018 2:12:53 PM",19.0815087,72.8376755,Resale,"2 BHK for sale,
Besant Aarthi","Besant Aarthi, Besant Road Near Manav Trade Centre",Pre-verified,Loan Verified,2.5 Crores,Negotiable,625,Sq.Ft,1.94 Lacs/Month,2 bedrooms,2 Baths,Vitrified Tiles,0 Balconies,Besant Aarthi,Apartment,Under Construction,Self Owned,0.0 per sq.ft/m,Vitrified Tiles,625 sq.ft,Unfurnished,South,Floor 0 / 10,Bike,Full,Both,ff808181644adac301644b7ee9ee7016,
1584,"Jul 12, 2018 1:37:26 PM",19.07739837,72.8478897,Resale,"1 BHK for sale,
Ekprastha CHS","Ekprastha Chs, Chaitanya Nagar, Near Vakola Bridge, Nea ...",Pre-verified,Loan Verified,1.1 Crores,Negotiable,565,Sq.Ft,85.5 K/Month,1 bedrooms,1 Bath,Vitrified Tiles,0 Balconies,Ekprastha CHS,Apartment,>10 years old,Self Owned,1.8 per sq.ft/m,Vitrified Tiles,565 sq.ft,Semi,East,Floor 0 / 4,Bike and Car,Full,Corporation,ff80818163fd9fda016407c20fae4010,
1585,"Jul 12, 2018 1:31:52 PM",19.03266521,72.89673767,Resale,"1 RK for sale,
Indira Nagar society","Indira Nagar Society, Indira Nagar Society, Rc Marg, Va ...",Pre-verified,Loan Verified,22 Lacs,Negotiable,280,Sq.Ft,17.1 K/Month,1 bedrooms,1 Bath,NA,0 Balconies,Indira Nagar societ,Apartment,>10 years old,Self Owned,0.0 per sq.ft/m,NA,280 sq.ft,Unfurnished,East,Floor 0 / 0,None,NA,Corporation,ff808181647d6b6701647e7cbc6d673e,
1586,"Jul 15, 2018 1:08:09 PM",18.95339,72.8359641,Resale,"2 BHK for sale,
MayfairHousingMeadows","Mayfairhousingmeadows, Bibijan Street,",Pre-verified,Loan Verified,6 Crores,Non-negotiable,500,Sq.Ft,4.66 Lacs/Month,2 bedrooms,1 Bath,Cement,0 Balconies,MayfairHousingMeado,Apartment,>10 years old,Self Owned,1.0 per sq.ft/m,Cement,500 sq.ft,Full,NA,Floor 0 / 6,None,Full,Corporation,ff80818163c052d40163c2f672a056ec,
1587,"Jul 15, 2018 12:37:40 PM",19.1681728,72.9504043,Resale,"1 RK for sale,
Ramabai Parivar CHS","Ramabai Parivar Chs, Pandit Jawaharlal Nehru Rd, Near A ...",Pre-verified,Loan Verified,26 Lacs,Negotiable,180,Sq.Ft,20.21 K/Month,1 bedrooms,1 Bath,Cement,0 Balconies,Ramabai Parivar CHS,Apartment,>10 years old,Self Owned,2.8 per sq.ft/m,Cement,180 sq.ft,Unfurnished,North,Floor 2 / 4,None,Full,Corporation,ff80818160dfcd220160dff7e1360d7f,
1588,"Jul 15, 2018 12:22:00 PM",19.13979603,72.79110484,Resale,"2 BHK for sale,
Standalone Building","Standalone Building, Harbadevi Near Harbadevi Temple (m ...",Pre-verified,Loan Verified,40 Lacs,Negotiable,650,Sq.Ft,31.09 K/Month,2 bedrooms,2 Baths,Vitrified Tiles,1 Balcony,Standalone Building,Independent House/Villa,3-5 years old,Self Owned,0.0 per sq.ft/m,Vitrified Tiles,650 sq.ft,Unfurnished,East,Floor 1 / 2,Bike and Car,None,Both,ff8081816494177801649c6df0cf32d3,
1589,"Jul 15, 2018 12:21:30 PM",19.16288037,72.83824366,Resale,"2 BHK for sale,
Astha Heights","Astha Heights, M.g. Road Near Church Of Our Lady Of The ...",Pre-verified,Loan Verified,1.42 Crores,Negotiable,"1,000",Sq.Ft,1.1 Lacs/Month,2 bedrooms,2 Baths,Vitrified Tiles,0 Balconies,Astha Heights,Apartment,Newly Constructed,Self Owned,6.0 per sq.ft/m,Vitrified Tiles,"1,000 sq.ft",Unfurnished,West,Floor 12 / 21,Bike and Car,Full,Both,ff8081816494177801649c74f622397d,
1590,NA,19.13658945,72.83076478,Resale,"3 BHK for sale,
Skypan Apartment","Skypan Apartment, Shastri Nagar, Near Country Club Indi ...",Pre-verified,Loan Verified,4 Crores,Negotiable,"1,431",Sq.Ft,3.11 Lacs/Month,Estimated EMI,Marble/Granite,Marble/Granite,Immediately,Skypan Apartment,Apartment,Age of the Building,Ownership Type,Maintenance Charges,Flooring,Builtup Area,Furnishing Status,Facing,Floor,Flats in Building,Power backup,Water Supply,ff8081816411d7a30164126a05ef5f83,
1591,NA,19.2562326,72.8507192,Resale,"1 RK for sale,
Bhakti Complex","Bhakti Complex, New Link Road,near Dmart",Pre-verified,Loan Verified,70 Lacs,Negotiable,400,Sq.Ft,54.41 K/Month,Estimated EMI,Vitrified Tiles,Vitrified Tiles,Immediately,Bhakti Complex,Apartment,Age of the Building,Ownership Type,Maintenance Charges,Flooring,Builtup Area,Furnishing Status,Facing,Floor,Flats in Building,Power backup,Water Supply,ff8081815ed194d2015ee135a8eb0b87,
1592,NA,19.1653162,72.93621,Resale,"2 BHK for sale,
Nirmal lifestyles Emeral","Nirmal Lifestyles Emerald, Lbs Road, Near Mcdonald's",Pre-verified,Loan Verified,1.55 Crores,Negotiable,875,Sq.Ft,1.2 Lacs/Month,Estimated EMI,Vitrified Tiles,Vitrified Tiles,Immediately,Nirmal lifestyles E,Apartment,Age of the Building,Ownership Type,Maintenance Charges,Flooring,Builtup Area,Furnishing Status,Facing,Floor,Flats in Building,Power backup,Water Supply,ff808181627abcdd01627c8c1dca4078,
1593,NA,19.0691433,72.83841705,Resale,"2 BHK for sale,
Rishikesh","Rishikesh, 4th Road, Khar(w) Mumbai",Pre-verified,Loan Verified,3.65 Crores,Negotiable,900,Sq.Ft,2.84 Lacs/Month,Estimated EMI,Vitrified Tiles,Vitrified Tiles,Immediately,Rishikesh,Apartment,Age of the Building,Ownership Type,Maintenance Charges,Flooring,Builtup Area,Furnishing Status,Facing,Floor,Flats in Building,Power backup,Water Supply,ff808181648968a201648971849b058e,
1594,NA,19.16163153,72.94929423,Resale,"1 BHK for sale,
Sai Aangan","Sai Aangan, Vaithra Nagr, Near Sarvoday Jain Mandir",Pre-verified,Loan Verified,90 Lacs,Non-negotiable,513,Sq.Ft,69.96 K/Month,Estimated EMI,Marble/Granite,Marble/Granite,Immediately,Sai Aangan,Apartment,Age of the Building,Ownership Type,Maintenance Charges,Flooring,Builtup Area,Furnishing Status,Facing,Floor,Flats in Building,Power backup,Water Supply,ff8081815e19b79b015e1a181d6e1aa5,
1595,NA,19.04521225,72.90304756,Resale,"2 BHK for sale,
alphine society","Alphine Society, Vasant Vihar Complex, Near Cubic Mall",Pre-verified,Loan Verified,1.85 Crores,Non-negotiable,850,Sq.Ft,1.44 Lacs/Month,Estimated EMI,NA,NA,Immediately,alphine society,Apartment,Age of the Building,Ownership Type,Maintenance Charges,Flooring,Builtup Area,Furnishing Status,Facing,Floor,Flats in Building,Power backup,Water Supply,ff808181648968a2016489b22b442d4e,
1596,NA,19.1783869,72.8474935,Resale,"1 BHK for sale,
Rani Sati Nagar","Rani Sati Nagar, Chincholi Phatak, Near Dominos Pizza",Pre-verified,Loan Verified,80 Lacs,Negotiable,435,Sq.Ft,62.19 K/Month,Estimated EMI,Vitrified Tiles,Vitrified Tiles,Immediately,Rani Sati Nagar,Apartment,Age of the Building,Ownership Type,Maintenance Charges,Flooring,Builtup Area,Furnishing Status,Facing,Floor,Flats in Building,Power backup,Water Supply,ff808181647526e50164787904ed773b,
1597,NA,18.98114493,72.82574287,Resale,"1 BHK for sale,
Vaishali Nagar CHS","Vaishali Nagar Chs, Near New Shirin Theatre",Pre-verified,Loan Verified,1.6 Crores,Negotiable,520,Sq.Ft,1.24 Lacs/Month,Estimated EMI,Vitrified Tiles,Vitrified Tiles,Immediately,Vaishali Nagar CHS,Apartment,Age of the Building,Ownership Type,Maintenance Charges,Flooring,Builtup Area,Furnishing Status,Facing,Floor,Flats in Building,Power backup,Water Supply,ff808181649a043801649c2f8fe92191,
1598,NA,19.0898504,72.9013911,Resale,"2 BHK for sale,
Suvidha","Suvidha, S.n.maheta Rd Kasturi Park, Near Maheshwari Vi ...",Pre-verified,Loan Verified,1.65 Crores,Negotiable,"1,020",Sq.Ft,1.28 Lacs/Month,Estimated EMI,Vitrified Tiles,Vitrified Tiles,Immediately,Suvidha,Apartment,Age of the Building,Ownership Type,Maintenance Charges,Flooring,Builtup Area,Furnishing Status,Facing,Floor,Flats in Building,Power backup,Water Supply,ff80818163c529be0163c9fb56d870d1,
1599,NA,19.1957882,72.8320683,Resale,"1 BHK for sale,
GIRDHAR PARK","Girdhar Park, Marve Road, Mith Chowki",Pre-verified,Loan Verified,1.15 Crores,Negotiable,600,Sq.Ft,89.39 K/Month,Estimated EMI,Mosaic,Mosaic,Immediately,GIRDHAR PARK,Apartment,Age of the Building,Ownership Type,Maintenance Charges,Flooring,Builtup Area,Furnishing Status,Facing,Floor,Flats in Building,Power backup,Water Supply,ff80818164589fb6016459c8e7574744,
1600,NA,19.1705121,72.88124367,Resale,"2 BHK for sale,
Mantri Park","Mantri Park, Nagri Niwara Cooperative Housing Society, ...",Pre-verified,Loan Verified,90 Lacs,Negotiable,780,Sq.Ft,69.96 K/Month,Estimated EMI,Marble/Granite,Marble/Granite,Immediately,Mantri Park,Apartment,Age of the Building,Ownership Type,Maintenance Charges,Flooring,Builtup Area,Furnishing Status,Facing,Floor,Flats in Building,Power backup,Water Supply,ff808181602c07a401602c23b53c0c96,
1601,"Jul 11, 2018 9:41:01 PM",19.07992172,72.88587189,Resale,"1 BHK for sale,
Premier Residences","Premier Residences, Kurla, Mumbai",Pre-verified,Loan Verified,96 Lacs,Negotiable,670,Sq.Ft,74.62 K/Month,1 bedrooms,2 Baths,Vitrified Tiles,1 Balcony,Premier Residences,Apartment,3-5 years old,Self Owned,7.4 per sq.ft/m,Vitrified Tiles,670 sq.ft,Semi,North-East,Floor 11 / 12,Bike and Car,NA,Corporation,ff80818163fd9cc10164078cfc2178b3,
1602,"Jul 11, 2018 8:54:08 PM",19.199134,72.85298583,Resale,"1 BHK for sale,
Suhas modi sra chs","Suhas Modi Sra Chs, Near Atmiya Mandir Yogi Divine Society",Pre-verified,Loan Verified,65 Lacs,Negotiable,330,Sq.Ft,50.53 K/Month,1 bedrooms,1 Bath,Vitrified Tiles,1 Balcony,Suhas modi sra chs,Apartment,3-5 years old,Self Owned,3.2 per sq.ft/m,Vitrified Tiles,330 sq.ft,Semi,NA,Floor 1 / 21,Bike,Partial,Both,ff80818164896356016489c9517523ca,
1603,"Jul 11, 2018 8:45:44 PM",19.167925,72.84526071,Resale,"1 BHK for sale,
Pagrav chs","Pagrav Chs, Sv Rd Near Patkar College",Pre-verified,Loan Verified,1.2 Crores,Negotiable,585,Sq.Ft,93.28 K/Month,1 bedrooms,1 Bath,Vitrified Tiles,0 Balconies,Pagrav chs,Apartment,>10 years old,Self Owned,1.1 per sq.ft/m,Vitrified Tiles,585 sq.ft,Full,South-East,Floor 2 / 6,Bike and Car,Full,Both,ff808181622f109201623394d3d44059,
1604,"Jul 11, 2018 8:34:10 PM",19.2244658,72.845368,Resale,"1 RK for sale,
Shree avishkar","Shree Avishkar, Rayani Gram Near Gangotri Apartments An ...",Pre-verified,Loan Verified,75 Lacs,Negotiable,330,Sq.Ft,58.3 K/Month,1 bedrooms,1 Bath,Vitrified Tiles,0 Balconies,Shree avishkar,Independent Floor/Builder Floor,>10 years old,Self Owned,4.5 per sq.ft/m,Vitrified Tiles,330 sq.ft,Unfurnished,South,Floor 0 / 4,Bike and Car,NA,Both,ff8081815d357077015d35f5384839b2,
1605,"Jul 11, 2018 7:07:49 PM",19.184279,72.9475269,Resale,"4 BHK for sale,
Tirumala Habitats","Tirumala Habitats, 622 B, Balrajeshwar Road. Off. L.b.s ...",Pre-verified,Loan Verified,5.25 Crores,Negotiable,"2,400",Sq.Ft,4.08 Lacs/Month,4 bedrooms,4 Baths,Vitrified Tiles,2 Balconies,Tirumala Habitats,Apartment,1-3 years old,On Lease(0 years),2.9 per sq.ft/m,Vitrified Tiles,"2,400 sq.ft",Unfurnished,North,Floor 25 / 42,Bike and Car,Full,Corporation,ff808181573daa9f01573df8512d05bb,
1606,"Jul 14, 2018 7:01:49 PM",19.2451888,72.86871338,Resale,"1 BHK for sale,
Alaknanda CHS","Alaknanda Chs, Shiv Vallabh Rd, Ashok Van, Near Vidya B ...",Pre-verified,Loan Verified,75 Lacs,Negotiable,456,Sq.Ft,58.3 K/Month,1 bedrooms,1 Bath,NA,0 Balconies,Alaknanda CHS,Apartment,>10 years old,Self Owned,3.1 per sq.ft/m,NA,456 sq.ft,Semi,South,Floor 6 / 7,Bike and Car,NA,Corporation,ff808181649415ec0164949c061c1972,
1607,"Aug 3, 2018 3:40:51 PM",19.1116146,72.8561424,Resale,"1 BHK for sale,
The Baya Goldspot","The Baya Goldspot, Off-western Express Highway, Sahar R ...",Pre-verified,Loan Verified,1.1 Crores,Negotiable,450,Sq.Ft,85.5 K/Month,1 bedrooms,2 Baths,Marble/Granite,0 Balconies,The Baya Goldspot,Apartment,1-3 years old,Self Owned,0.0 per sq.ft/m,Marble/Granite,450 sq.ft,Unfurnished,South,Floor 7 / 7,Bike and Car,NA,Corporation,ff80818164896adf0164896de1a20099,
1608,"Jul 14, 2018 6:47:34 PM",19.04612292,72.89441678,Resale,"4 BHK for sale,
Standalone Building","Standalone Building, Indira Nagar, Near Inlaks General ...",Pre-verified,Loan Verified,90 Lacs,Negotiable,"1,400",Sq.Ft,69.96 K/Month,4 bedrooms,4 Baths,Vitrified Tiles,0 Balconies,Standalone Building,Independent House/Villa,>10 years old,Self Owned,0.0 per sq.ft/m,Vitrified Tiles,"1,400 sq.ft",Semi,South,Floor 0 / 1,None,NA,Corporation,ff80818155019a4e015501b0b9f60262,
1609,"Jul 11, 2018 6:42:01 PM",19.15133677,72.84652284,Resale,"1 RK for sale,
sai shamrth chs","Sai Shamrth Chs, Mahatma Jyotiba Phule Nagar, Near Big ...",Pre-verified,Loan Verified,35 Lacs,Negotiable,250,Sq.Ft,27.21 K/Month,1 bedrooms,1 Bath,Vitrified Tiles,1 Balcony,sai shamrth chs,Independent Floor/Builder Floor,>10 years old,Self Owned,2.8 per sq.ft/m,Vitrified Tiles,250 sq.ft,Unfurnished,West,Floor 2 / 7,Bike,NA,Corporation,ff8081816468cf32016469dc862a5116,
1610,"Jul 11, 2018 6:20:55 PM",19.2134004,72.877074,Resale,"2 BHK for sale,
VALLEY OF FLOWERS","Valley Of Flowers, Kandivali East, Mumbai",Pre-verified,Loan Verified,1.25 Crores,Negotiable,810,Sq.Ft,97.17 K/Month,2 bedrooms,2 Baths,Vitrified Tiles,0 Balconies,VALLEY OF FLOWERS,Apartment,>10 years old,Self Owned,3.7 per sq.ft/m,Vitrified Tiles,810 sq.ft,Semi,South,Floor 3 / 8,Bike and Car,NA,Both,ff808181647d6b6701647f283b302755,
1611,"Jul 14, 2018 6:15:20 PM",19.03196041,72.84730116,Resale,"2 BHK for sale,
Standalone building","Standalone Building, Mogul Lane, Near Big Bazaar",Pre-verified,Loan Verified,4.75 Crores,Negotiable,800,Sq.Ft,3.69 Lacs/Month,2 bedrooms,2 Baths,Vitrified Tiles,0 Balconies,Standalone building,Independent Floor/Builder Floor,>10 years old,Self Owned,4.4 per sq.ft/m,Vitrified Tiles,800 sq.ft,Unfurnished,North-East,Floor 3 / 7,Bike and Car,NA,Both,ff808181621e1ded01621ecb4f0e4d7c,
1612,"Jul 11, 2018 5:56:31 PM",19.04994392,72.89221954,Resale,"1 BHK for sale,
Sai Leela CHS","Sai Leela Chs, Chembur East, Mumbai",Pre-verified,Loan Verified,90 Lacs,Non-negotiable,573,Sq.Ft,69.96 K/Month,1 bedrooms,1 Bath,Marble/Granite,0 Balconies,Sai Leela CHS,Apartment,>10 years old,Self Owned,3.2 per sq.ft/m,Marble/Granite,573 sq.ft,Semi,NA,Floor 3 / 7,Bike,NA,Both,ff8081816073f28c0160776bf6565cf0,
1613,"Jul 11, 2018 5:42:36 PM",19.18391626,72.95157059,Resale,"3 BHK for sale,
Zeneeth Mulund West","Zeneeth Mulund West, Jagjivan Ram Nagar, Near R Mall",Pre-verified,Loan Verified,3.8 Crores,Negotiable,936,Sq.Ft,2.95 Lacs/Month,3 bedrooms,3 Baths,Vitrified Tiles,0 Balconies,Zeneeth Mulund West,Apartment,5-10 years old,Self Owned,6.9 per sq.ft/m,Vitrified Tiles,936 sq.ft,Unfurnished,West,Floor 13 / 18,Bike and Car,NA,Corporation,ff808181647938fc01647ac7d78508bb,
1614,"Jul 11, 2018 5:09:03 PM",19.0667647,72.82616809,Resale,"1 BHK for sale,
PARICHAY","Parichay, Off. Carter Road Near Rizvi College Of Engine ...",Pre-verified,Loan Verified,2.4 Crores,Negotiable,555,Sq.Ft,1.87 Lacs/Month,1 bedrooms,1 Bath,Vitrified Tiles,0 Balconies,PARICHAY,Apartment,>10 years old,Self Owned,4.5 per sq.ft/m,Vitrified Tiles,555 sq.ft,Semi,North,Floor 1 / 10,Bike and Car,NA,Corporation,ff808181647d728001647db812d817e9,
1615,"Jul 11, 2018 4:59:34 PM",19.1572833,72.9504287,Resale,"2 BHK for sale,
Senroofs","Senroofs, Nahur West, Mumbai",Pre-verified,Loan Verified,1.85 Crores,Non-negotiable,"1,090",Sq.Ft,1.44 Lacs/Month,2 bedrooms,2 Baths,Vitrified Tiles,0 Balconies,Senroofs,Apartment,1-3 years old,Self Owned,0.0 per sq.ft/m,Vitrified Tiles,"1,090 sq.ft",Semi,West,Floor 1 / 19,Bike and Car,NA,Corporation,ff808181643c036701643f7d668978db,
1616,"Jul 11, 2018 4:58:23 PM",19.13050171,72.93247079,Resale,"2 BHK for sale,
NG Royal park CHS","Ng Royal Park Chs, Ng Royal Park Road, Near Mansukh Mil ...",Pre-verified,Loan Verified,1.6 Crores,Negotiable,"1,090",Sq.Ft,1.24 Lacs/Month,2 bedrooms,3 Baths,Vitrified Tiles,0 Balconies,NG Royal park CHS,Apartment,>10 years old,Self Owned,5.0 per sq.ft/m,Vitrified Tiles,"1,090 sq.ft",Unfurnished,East,Floor 6 / 15,None,NA,Corporation,ff80818160d6e6d70160daeb75e57c36,
1617,"Jul 11, 2018 4:47:33 PM",18.95689685,72.83708357,Resale,"1 RK for sale,
gareeb nawaz","Gareeb Nawaz, Chinchbunder, Near, Post Office.",Pre-verified,Loan Verified,22 Lacs,Non-negotiable,242,Sq.Ft,17.1 K/Month,1 bedrooms,1 Bath,NA,1 Balcony,gareeb nawaz,Apartment,1-3 years old,Self Owned,0.0 per sq.ft/m,NA,242 sq.ft,Semi,NA,Floor 6 / 6,None,NA,Corporation,ff8081816488816e0164888e75ed08c5,
1618,"Jul 11, 2018 4:24:04 PM",19.09807669,72.88489129,Resale,"3 BHK for sale,
DSK Madhuban","Dsk Madhuban, Sakinaka, Near Sakinaka Metro Station",Pre-verified,Loan Verified,2.2 Crores,Negotiable,"1,366",Sq.Ft,1.71 Lacs/Month,3 bedrooms,2 Baths,Vitrified Tiles,2 Balconies,DSK Madhuban,Apartment,5-10 years old,Self Owned,4.0 per sq.ft/m,Vitrified Tiles,"1,366 sq.ft",Semi,NA,Floor 0 / 10,Bike and Car,Full,Both,ff8081815e80b3f2015e83f5bb876d2d,
1619,"Jul 14, 2018 4:21:11 PM",19.16935265,72.96556821,Resale,"1 RK for sale,
atlantica tower","Atlantica Tower, Arunoday Nagar, Near Raje Sambhaji Sab ...",Pre-verified,Loan Verified,62 Lacs,Negotiable,271,Sq.Ft,48.19 K/Month,1 bedrooms,1 Bath,Vitrified Tiles,1 Balcony,atlantica tower,Apartment,5-10 years old,Self Owned,2.2 per sq.ft/m,Vitrified Tiles,271 sq.ft,Unfurnished,North,Floor 2 / 13,Bike and Car,NA,Both,ff80818164912f3b016492d5c2892e9e,
1620,"Jul 11, 2018 4:04:10 PM",19.10674091,72.89950724,Resale,"2 BHK for sale,
Zara CHS Ltd","Zara Chs Ltd, Chandivali, R2 Sector Near",Pre-verified,Loan Verified,2.25 Crores,Negotiable,"1,170",Sq.Ft,1.75 Lacs/Month,2 bedrooms,2 Baths,Vitrified Tiles,1 Balcony,Zara CHS Ltd,Apartment,>10 years old,Self Owned,5.1 per sq.ft/m,Vitrified Tiles,"1,170 sq.ft",Semi,West,Floor 12 / 14,Car,NA,Corporation,ff808181647f5a6e01647f9461e21276,
1621,"Jul 11, 2018 3:41:33 PM",19.1847034,72.9519982,Resale,"3 BHK for sale,
Runwal Pride","Runwal Pride, Mulund West, Mumbai.",Pre-verified,Loan Verified,2.25 Crores,Negotiable,884,Sq.Ft,1.75 Lacs/Month,3 bedrooms,3 Baths,Vitrified Tiles,3 Balconies,Runwal Pride,Apartment,5-10 years old,Self Owned,3.4 per sq.ft/m,Vitrified Tiles,884 sq.ft,Semi,West,Floor 28 / 28,Bike and Car,Partial,Both,ff80818157480b0201574cb8778f12ac,
1622,"Jul 11, 2018 3:33:30 PM",19.1821529,72.8194905,Resale,"1 BHK for sale,
Jay hind CHS","Jay Hind Chs, Abdul Ahmed Rd Samna Nagar, Near Maharash ...",Pre-verified,Loan Verified,51 Lacs,Non-negotiable,438,Sq.Ft,39.64 K/Month,1 bedrooms,1 Bath,Vitrified Tiles,0 Balconies,Jay hind CHS,Apartment,5-10 years old,Self Owned,3.2 per sq.ft/m,Vitrified Tiles,438 sq.ft,Semi,East,Floor 5 / 7,None,NA,Corporation,ff8081815dbd05ac015dbd69a1d31e03,
1623,"Jul 11, 2018 3:30:13 PM",19.08006076,72.88331936,Resale,"1 BHK for sale,
Faiz","Faiz, New Hall Road, Near Karthika High School And Ju ...",Pre-verified,Loan Verified,90 Lacs,Negotiable,530,Sq.Ft,69.96 K/Month,1 bedrooms,1 Bath,Vitrified Tiles,1 Balcony,Faiz,Apartment,>10 years old,Self Owned,2.3 per sq.ft/m,Vitrified Tiles,530 sq.ft,Semi,North-West,Floor 1 / 3,Bike and Car,NA,Corporation,ff808181605f3aa20160631bb7d6354e,
1624,"Jul 11, 2018 3:00:03 PM",19.22202492,72.8690567,Resale,"1 BHK for sale,
Dheeraj Upvan 1","Dheeraj Upvan 1, Borivali (east) , Mumbai",Pre-verified,Loan Verified,95 Lacs,Negotiable,575,Sq.Ft,73.84 K/Month,1 bedrooms,2 Baths,Marble/Granite,1 Balcony,Dheeraj Upvan 1,Apartment,>10 years old,Self Owned,3.5 per sq.ft/m,Marble/Granite,575 sq.ft,Full,North-East,Floor 8 / 8,Bike and Car,NA,Both,ff8081815def3b73015df03f1f17330f,
1625,"Jul 11, 2018 2:39:06 PM",19.00586555,72.85227834,Resale,"1 RK for sale,
Mahatama sadan","Mahatama Sadan, Gtb Hospital Road,near Group Of Tubercu ...",Pre-verified,Loan Verified,45 Lacs,Negotiable,230,Sq.Ft,34.98 K/Month,1 bedrooms,1 Bath,NA,0 Balconies,Mahatama sadan,Apartment,5-10 years old,Self Owned,0.4 per sq.ft/m,NA,230 sq.ft,Semi,North,Floor 7 / 7,None,NA,Both,ff80818164877a8e016487e1d7003343,
1626,"Jul 11, 2018 2:27:49 PM",19.1475029,72.79442596,Resale,"3 BHK for sale,
Exotica Sorento","Exotica Sorento, Madh Island, Malad West, Mumbai",Pre-verified,Loan Verified,3.11 Crores,Negotiable,"1,680",Sq.Ft,2.42 Lacs/Month,3 bedrooms,3 Baths,NA,3 Balconies,Exotica Sorento,Apartment,1-3 years old,Self Owned,6.0 per sq.ft/m,NA,"1,680 sq.ft",Semi,West,Floor 15 / 36,Bike and Car,NA,Corporation,ff80818162e6a4b60162ec0c48620e53,
1627,"Jul 11, 2018 2:15:40 PM",19.20426584,72.8406174,Resale,"3 BHK for sale,
Raj Heights","Raj Heights, Mahatma Gandhi Marg, Near State Bank Of India",Pre-verified,Loan Verified,3.15 Crores,Negotiable,"1,270",Sq.Ft,2.45 Lacs/Month,3 bedrooms,3 Baths,Marble/Granite,0 Balconies,Raj Heights,Apartment,5-10 years old,Self Owned,4.7 per sq.ft/m,Marble/Granite,"1,270 sq.ft",Semi,North-East,Floor 10 / 14,Car,NA,Both,ff8081816483ad17016484766cba3945,
1628,"Jul 11, 2018 2:15:11 PM",19.11798018,72.87783704,Resale,"1 BHK for sale,
Kanchan Apartments","Kanchan Apartments, Marol Village, Near Seven Hills Hos ...",Pre-verified,Loan Verified,75 Lacs,Negotiable,320,Sq.Ft,58.3 K/Month,1 bedrooms,1 Bath,Mosaic,0 Balconies,Kanchan Apartments,Apartment,>10 years old,Self Owned,1.7 per sq.ft/m,Mosaic,320 sq.ft,Full,West,Floor 3 / 4,Bike and Car,None,Corporation,ff808181647f5a6e01647fb082851a5a,
1629,"Jul 11, 2018 2:03:39 PM",19.11231025,72.93463889,Resale,"1 RK for sale,
Galaxy Apartment","Galaxy Apartment, Kannamwar Nagar Ii, Near Shushrusha H ...",Pre-verified,Loan Verified,90 Lacs,Negotiable,400,Sq.Ft,69.96 K/Month,1 bedrooms,2 Baths,Vitrified Tiles,0 Balconies,Galaxy Apartment,Apartment,>10 years old,Self Owned,1.3 per sq.ft/m,Vitrified Tiles,400 sq.ft,Unfurnished,East,Floor 0 / 3,None,None,Corporation,ff808181647d6b6701647d77b7ad04ed,
1630,"Jul 11, 2018 1:53:49 PM",19.12904549,72.82350159,Resale,"1 BHK for sale,
Baba Sadan Building","Baba Sadan Building, Andheri West, Mumbai",Pre-verified,Loan Verified,1.15 Crores,Negotiable,380,Sq.Ft,89.39 K/Month,1 bedrooms,1 Bath,Vitrified Tiles,0 Balconies,Baba Sadan Building,Apartment,>10 years old,Self Owned,3.2 per sq.ft/m,Vitrified Tiles,380 sq.ft,Full,East,Floor 1 / 3,Bike and Car,NA,Corporation,ff808181646a063f01646a5e4e27460f,
1631,"Jul 11, 2018 1:45:21 PM",19.22206296,72.86740446,Resale,"1 BHK for sale,
Neelam CHS","Neelam Chs, Tata Power Residential Colony Near Nirmate ...",Pre-verified,Loan Verified,75 Lacs,Negotiable,550,Sq.Ft,58.3 K/Month,1 bedrooms,1 Bath,Mosaic,0 Balconies,Neelam CHS,Apartment,>10 years old,Self Owned,1.4 per sq.ft/m,Mosaic,550 sq.ft,Semi,East,Floor 2 / 4,Bike and Car,None,Corporation,ff8081815f1ad9eb015f1add27f00177,
