,19.21856505,72.86576709,Resale,"1 RK for sale,
Om shivai chs","Om Shivai Chs, Western Express Highway Near Metro Cash ...",Pre-verified,Loan Verified,57 Lacs,Negotiable,400,Sq.Ft,44.31 K/Month,Estimated EMI,1 bedrooms,Vitrified Tiles,,Posted On,1 Bath,Vitrified Tiles,Immediately,Possession,0 Balconies,Om shivai chs,Apartment,Age of the Building,5-10 years old,Ownership Type,Self Owned,Maintenance Charges,4.0 per sq.ft/m,Flooring,Vitrified Tiles,Builtup Area,400 sq.ft,Furnishing Status,Unfurnished,Facing,East,Floor,Floor 7 / 7,Flats in Building,0,Parking Available,None,Power backup,None,Water Supply,Corporation,ff8081815f3dc25e015f42ca238a4176
,19.1702821,72.8698946,Resale,"1 BHK for sale,
society apartment","Society Apartment, Gokuldham, Near, Lakshdham High School",Pre-verified,Loan Verified,1.05 Crores,Negotiable,620,Sq.Ft,81.62 K/Month,Estimated EMI,1 bedrooms,Vitrified Tiles,,Posted On,2 Baths,Vitrified Tiles,Immediately,Possession,2 Balconies,society apartment,Apartment,Age of the Building,Newly Constructed,Ownership Type,Self Owned,Maintenance Charges,0.0 per sq.ft/m,Flooring,Vitrified Tiles,Builtup Area,620 sq.ft,Furnishing Status,Semi,Facing,East,Floor,Floor 0 / 22,Flats in Building,1,Parking Available,Bike and Car,Power backup,Full,Water Supply,Corporation,ff80818164886eca0164887ea9280af2
"Jul 16, 2018 10:30:33 PM",19.2588367,72.8685327,Resale,"2 BHK for sale,
Yudhisthir CHS","Yudhisthir Chs, Nl Complex, Tata Power Customer Relatio ...",Pre-verified,Loan Verified,1.1 Crores,Negotiable,700,Sq.Ft,85.5 K/Month,Estimated EMI,2 bedrooms,Marble/Granite,,Posted On,2 Baths,Marble/Granite,Immediately,Possession,0 Balconies,Yudhisthir CHS,Apartment,Age of the Building,>10 years old,Ownership Type,Self Owned,Maintenance Charges,3.6 per sq.ft/m,Flooring,Marble/Granite,Builtup Area,700 sq.ft,Furnishing Status,Semi,Facing,East,Floor,Floor 0 / 7,Flats in Building,0,Parking Available,Bike and Car,Power backup,Full,Water Supply,Corporation,ff808181646501630164658b28c95f02
"Jul 16, 2018 8:59:45 PM",18.9574125,72.8302738,Resale,"2 BHK for sale,
Rangari Building","Rangari Building, Ajmer, Near Gol Deval Temple",Pre-verified,Loan Verified,75 Lacs,Negotiable,850,Sq.Ft,58.3 K/Month,Estimated EMI,2 bedrooms,Marble/Granite,,Posted On,2 Baths,Marble/Granite,Immediately,Possession,1 Balcony,Rangari Building,Apartment,Age of the Building,1-3 years old,Ownership Type,Self Owned,Maintenance Charges,0.2 per sq.ft/m,Flooring,Marble/Granite,Builtup Area,850 sq.ft,Furnishing Status,Semi,Facing,NA,Floor,Floor 0 / 4,Flats in Building,1,Parking Available,Car,Power backup,Full,Water Supply,Both,ff808181642e7a2501643193f4e232cf
"Jul 19, 2018 8:45:05 PM",19.06060385,72.92603344,Resale,"3 BHK for sale,
Standalone Building (","Standalone Building (chawl System), Baiganwad, ...",Pre-verified,Loan Verified,45 Lacs,Negotiable,750,Sq.Ft,34.98 K/Month,Estimated EMI,3 bedrooms,Vitrified Tiles,,Posted On,3 Baths,Vitrified Tiles,Immediately,Possession,0 Balconies,Standalone Building,Independent House/Villa,Age of the Building,>10 years old,Ownership Type,Self Owned,Maintenance Charges,0.0 per sq.ft/m,Flooring,Vitrified Tiles,Builtup Area,750 sq.ft,Furnishing Status,Unfurnished,Facing,East,Floor,Floor 0 / 1,Flats in Building,1,Parking Available,None,Power backup,None,Water Supply,Corporation,ff8081815f3dc25e015f434113167bf3
"Jul 19, 2018 7:48:28 PM",19.14084053,72.9329834,Resale,"1 BHK for sale,
Marie Gold","Marie Gold, Near Bhandup Railway Station, Bhandup West, ...",Pre-verified,Loan Verified,90 Lacs,Non-negotiable,450,Sq.Ft,69.96 K/Month,Estimated EMI,1 bedrooms,Vitrified Tiles,,Posted On,2 Baths,Vitrified Tiles,Immediately,Possession,0 Balconies,Marie Gold,Apartment,Age of the Building,3-5 years old,Ownership Type,Self Owned,Maintenance Charges,6.7 per sq.ft/m,Flooring,Vitrified Tiles,Builtup Area,450 sq.ft,Furnishing Status,Unfurnished,Facing,NA,Floor,Floor 2 / 7,Flats in Building,0,Parking Available,Bike and Car,Power backup,NA,Water Supply,NA,ff80818164b2c6ce0164b2e5e185122a
"Jul 19, 2018 7:30:37 PM",19.00260386,72.81385981,Resale,"3 BHK for sale,
Himalaya","Himalaya, Siddharth Nagar Near Flora Chinese Restaurant",Pre-verified,Loan Verified,8 Crores,Negotiable,"1,399",Sq.Ft,6.22 Lacs/Month,Estimated EMI,3 bedrooms,Marble/Granite,,Posted On,3 Baths,Marble/Granite,Immediately,Possession,2 Balconies,Himalaya,Apartment,Age of the Building,>10 years old,Ownership Type,Self Owned,Maintenance Charges,4.8 per sq.ft/m,Flooring,Marble/Granite,Builtup Area,"1,399 sq.ft",Furnishing Status,Full,Facing,NA,Floor,Floor 5 / 11,Flats in Building,0,Parking Available,Bike and Car,Power backup,NA,Water Supply,Corporation,ff80818164b28b160164b28c7c4900ac
"Jul 16, 2018 7:07:34 PM",19.0244794,72.86708128,Resale,"4 BHK for sale,
Dosti Acres","Dosti Acres, Near To Akvira It Soltions,wadala East,",Pre-verified,Loan Verified,5 Crores,Negotiable,"1,750",Sq.Ft,3.89 Lacs/Month,Estimated EMI,4 bedrooms,Vitrified Tiles,,Posted On,4 Baths,Vitrified Tiles,01-Nov-18,Possession,0 Balconies,Dosti Acres,Apartment,Age of the Building,>10 years old,Ownership Type,Self Owned,Maintenance Charges,7.1 per sq.ft/m,Flooring,Vitrified Tiles,Builtup Area,"1,750 sq.ft",Furnishing Status,Full,Facing,West,Floor,Floor 13 / 14,Flats in Building,2,Parking Available,Bike and Car,Power backup,Partial,Water Supply,Both,ff80818164a086950164a28979846623
"Jul 16, 2018 6:53:31 PM",19.17578857,72.87810328,Resale,"1 RK for sale,
Suvarnarekha Society","Suvarnarekha Society, Near To Nagari Niwara Post Offic ...",Pre-verified,Loan Verified,54 Lacs,Negotiable,380,Sq.Ft,41.98 K/Month,Estimated EMI,1 bedrooms,Vitrified Tiles,,Posted On,1 Bath,Vitrified Tiles,Immediately,Possession,0 Balconies,Suvarnarekha Societ,Apartment,Age of the Building,>10 years old,Ownership Type,Self Owned,Maintenance Charges,2.1 per sq.ft/m,Flooring,Vitrified Tiles,Builtup Area,380 sq.ft,Furnishing Status,Semi,Facing,NA,Floor,Floor 0 / 3,Flats in Building,4,Parking Available,Bike and Car,Power backup,Full,Water Supply,Corporation,ff808181644b999a01644eff7da24ef0
"Jul 16, 2018 6:39:32 PM",19.206129,72.82235,Resale,"2 BHK for sale,
Acme Avenue","Acme Avenue, Link Road, Mahavir Nagar, Kandivali West, ...",Pre-verified,Loan Verified,1.35 Crores,Negotiable,997,Sq.Ft,1.05 Lacs/Month,Estimated EMI,2 bedrooms,Vitrified Tiles,,Posted On,2 Baths,Vitrified Tiles,Immediately,Possession,1 Balcony,Acme Avenue,Apartment,Age of the Building,1-3 years old,Ownership Type,Self Owned,Maintenance Charges,4.5 per sq.ft/m,Flooring,Vitrified Tiles,Builtup Area,997 sq.ft,Furnishing Status,Unfurnished,Facing,North-East,Floor,Floor 27 / 32,Flats in Building,0,Parking Available,Bike and Car,Power backup,Full,Water Supply,Corporation,ff8081815e5b632a015e5bf450b276b6
"Jul 16, 2018 6:20:42 PM",19.2128875,72.8368935,Resale,"4 BHK for sale,
Gaurav Heights","Gaurav Heights, Kandivali, Mumbai",Pre-verified,Loan Verified,4 Crores,Negotiable,"1,530",Sq.Ft,3.11 Lacs/Month,Estimated EMI,4 bedrooms,NA,,Posted On,3 Baths,NA,Immediately,Possession,0 Balconies,Gaurav Heights,Apartment,Age of the Building,>10 years old,Ownership Type,Self Owned,Maintenance Charges,3.3 per sq.ft/m,Flooring,NA,Builtup Area,"1,530 sq.ft",Furnishing Status,Full,Facing,NA,Floor,Floor 5 / 17,Flats in Building,0,Parking Available,Bike and Car,Power backup,NA,Water Supply,Both,ff808181649c8b2f01649d428a471c7b
"Jul 16, 2018 6:07:12 PM",19.10575472,72.86606189,Resale,"1 BHK for sale,
Bharteeya kala","Bharteeya Kala, J B Nagar, Opp Jeena Group Of Companies",Pre-verified,Loan Verified,85 Lacs,Negotiable,430,Sq.Ft,66.07 K/Month,Estimated EMI,1 bedrooms,Vitrified Tiles,,Posted On,1 Bath,Vitrified Tiles,Immediately,Possession,0 Balconies,Bharteeya kala,Apartment,Age of the Building,5-10 years old,Ownership Type,Self Owned,Maintenance Charges,2.1 per sq.ft/m,Flooring,Vitrified Tiles,Builtup Area,430 sq.ft,Furnishing Status,Semi,Facing,NA,Floor,Floor 4 / 4,Flats in Building,1,Parking Available,Bike and Car,Power backup,Full,Water Supply,Both,ff80818164a2a42f0164a2af71ce032a
"Jul 19, 2018 5:43:38 PM",19.20166286,72.82513974,Resale,"1 RK for sale,
HIMGIRI SOCIETY","Himgiri Society, Link Road, Ekta Nagar Behind Atharva I ...",Pre-verified,Loan Verified,38 Lacs,Negotiable,240,Sq.Ft,29.54 K/Month,Estimated EMI,1 bedrooms,Mosaic,,Posted On,1 Bath,Mosaic,Immediately,Possession,1 Balcony,HIMGIRI SOCIETY,Apartment,Age of the Building,>10 years old,Ownership Type,Self Owned,Maintenance Charges,4.2 per sq.ft/m,Flooring,Mosaic,Builtup Area,240 sq.ft,Furnishing Status,Unfurnished,Facing,West,Floor,Floor 2 / 7,Flats in Building,1,Parking Available,Bike,Power backup,NA,Water Supply,Both,ff80818164a7e4ce0164a7f5eab105d8
"Jul 19, 2018 5:42:26 PM",19.10522797,72.86655836,Resale,"1 RK for sale,
Bhartiya kala CHS","Bhartiya Kala Chs, J B Nagar Near Jeena Group Of Companies",Pre-verified,Loan Verified,83 Lacs,Negotiable,430,Sq.Ft,64.52 K/Month,Estimated EMI,1 bedrooms,Vitrified Tiles,,Posted On,1 Bath,Vitrified Tiles,Immediately,Possession,1 Balcony,Bhartiya kala CHS,Apartment,Age of the Building,>10 years old,Ownership Type,Self Owned,Maintenance Charges,2.1 per sq.ft/m,Flooring,Vitrified Tiles,Builtup Area,430 sq.ft,Furnishing Status,Semi,Facing,NA,Floor,Floor 4 / 5,Flats in Building,0,Parking Available,Bike and Car,Power backup,NA,Water Supply,Both,ff80818164b1fe850164b25c3cc54617
"Jul 16, 2018 5:29:37 PM",19.13792926,72.81067991,Resale,"1 RK for sale,
Furniturewala Residency","Furniturewala Residency, Yari Road, Near Versova, Andhe ...",Pre-verified,Loan Verified,70 Lacs,Negotiable,390,Sq.Ft,54.41 K/Month,Estimated EMI,1 bedrooms,Vitrified Tiles,,Posted On,1 Bath,Vitrified Tiles,Immediately,Possession,0 Balconies,Furniturewala Resid,Apartment,Age of the Building,1-3 years old,Ownership Type,Self Owned,Maintenance Charges,0.0 per sq.ft/m,Flooring,Vitrified Tiles,Builtup Area,390 sq.ft,Furnishing Status,Unfurnished,Facing,NA,Floor,Floor 3 / 7,Flats in Building,0,Parking Available,Bike,Power backup,Partial,Water Supply,Corporation,ff8081815f963a4a015f9659b5ef112e
"Jul 16, 2018 5:22:21 PM",19.13834832,72.81087039,Resale,"4 BHK for sale,
Undisclosed","Undisclosed, Yari Road,near Rauzun Book Shop And Library",Pre-verified,Loan Verified,3.5 Crores,Negotiable,"1,450",Sq.Ft,2.72 Lacs/Month,Estimated EMI,4 bedrooms,Vitrified Tiles,,Posted On,2 Baths,Vitrified Tiles,Immediately,Possession,1 Balcony,Undisclosed,Apartment,Age of the Building,3-5 years old,Ownership Type,Self Owned,Maintenance Charges,2.1 per sq.ft/m,Flooring,Vitrified Tiles,Builtup Area,"1,450 sq.ft",Furnishing Status,Semi,Facing,East,Floor,Floor 15 / 21,Flats in Building,0,Parking Available,Bike and Car,Power backup,NA,Water Supply,Both,ff8081816306a26f01630ac43fac071d
"Jul 16, 2018 5:14:26 PM",19.08075004,72.85865936,Resale,"1 RK for sale,
RIDDHI PALACE","Riddhi Palace, Air India Rd,near Midas Avenue",Pre-verified,Loan Verified,70 Lacs,Negotiable,400,Sq.Ft,54.41 K/Month,Estimated EMI,1 bedrooms,Vitrified Tiles,,Posted On,1 Bath,Vitrified Tiles,Immediately,Possession,2 Balconies,RIDDHI PALACE,Apartment,Age of the Building,3-5 years old,Ownership Type,Self Owned,Maintenance Charges,7.5 per sq.ft/m,Flooring,Vitrified Tiles,Builtup Area,400 sq.ft,Furnishing Status,Unfurnished,Facing,South,Floor,Floor 2 / 6,Flats in Building,3,Parking Available,Bike,Power backup,None,Water Supply,Corporation,ff80818164a2a0e10164a2bb248f0a09
"Jul 16, 2018 4:50:06 PM",19.16458017,72.85545164,Resale,"2 BHK for sale,
Madhushree apartment","Madhushree Apartment, Pahadi Rd,near Pahadi High School",Pre-verified,Loan Verified,1.9 Crores,Negotiable,"1,000",Sq.Ft,1.48 Lacs/Month,Estimated EMI,2 bedrooms,Vitrified Tiles,,Posted On,2 Baths,Vitrified Tiles,Immediately,Possession,3 Balconies,Madhushree apartmen,Apartment,Age of the Building,>10 years old,Ownership Type,Self Owned,Maintenance Charges,6.0 per sq.ft/m,Flooring,Vitrified Tiles,Builtup Area,"1,000 sq.ft",Furnishing Status,Unfurnished,Facing,East,Floor,Floor 10 / 11,Flats in Building,0,Parking Available,Bike,Power backup,Full,Water Supply,Corporation,ff80818160d6e6d70160d985c37745bf
"Jul 16, 2018 4:42:40 PM",19.24689333,72.85052289,Resale,"1 BHK for sale,
Sonal A chsl","Sonal A Chsl, I C Colony,,near To Citizencredit Co-oper ...",Pre-verified,Loan Verified,1 Crore,Non-negotiable,350,Sq.Ft,77.73 K/Month,Estimated EMI,1 bedrooms,Vitrified Tiles,,Posted On,2 Baths,Vitrified Tiles,Immediately,Possession,0 Balconies,Sonal A chsl,Apartment,Age of the Building,>10 years old,Ownership Type,Self Owned,Maintenance Charges,3.4 per sq.ft/m,Flooring,Vitrified Tiles,Builtup Area,350 sq.ft,Furnishing Status,Unfurnished,Facing,East,Floor,Floor 4 / 4,Flats in Building,0,Parking Available,Bike and Car,Power backup,NA,Water Supply,Corporation,ff80818163314bec01633602f4ca6b29
"Jul 16, 2018 4:41:07 PM",19.23100881,72.84182648,Resale,"1 RK for sale,
Shree Gayatri Ganesh","Shree Gayatri Ganesh, Near To Don Bosco High School,ch ...",Pre-verified,Loan Verified,40 Lacs,Negotiable,225,Sq.Ft,31.09 K/Month,Estimated EMI,1 bedrooms,Marble/Granite,,Posted On,1 Bath,Marble/Granite,Immediately,Possession,1 Balcony,Shree Gayatri Ganes,Apartment,Age of the Building,>10 years old,Ownership Type,Self Owned,Maintenance Charges,4.4 per sq.ft/m,Flooring,Marble/Granite,Builtup Area,225 sq.ft,Furnishing Status,Unfurnished,Facing,East,Floor,Floor 1 / 7,Flats in Building,5,Parking Available,Bike and Car,Power backup,None,Water Supply,Corporation,ff808181648eabc701648f1d9f44202d
"Jul 16, 2018 4:40:58 PM",19.19160652,72.86830139,Resale,"2 BHK for sale,
Mangal Krupa","Mangal Krupa, Malad (east), Andheri-dahisar, Mumbai",Pre-verified,Loan Verified,95 Lacs,Negotiable,920,Sq.Ft,73.84 K/Month,Estimated EMI,2 bedrooms,Vitrified Tiles,,Posted On,2 Baths,Vitrified Tiles,Immediately,Possession,0 Balconies,Mangal Krupa,Apartment,Age of the Building,Newly Constructed,Ownership Type,Self Owned,Maintenance Charges,2.2 per sq.ft/m,Flooring,Vitrified Tiles,Builtup Area,920 sq.ft,Furnishing Status,Unfurnished,Facing,East,Floor,Floor 4 / 8,Flats in Building,0,Parking Available,Bike and Car,Power backup,None,Water Supply,Corporation,ff80818160ea53ee0160f56265ed5f2d
"Jul 16, 2018 4:36:32 PM",19.122439,72.868012,Resale,"2 BHK for sale,
LODHA Eternis","Lodha Eternis, End Of 11th Road, Off Mahakali Caves Roa ...",Pre-verified,Loan Verified,2.75 Crores,Negotiable,"1,341",Sq.Ft,2.14 Lacs/Month,Estimated EMI,2 bedrooms,Vitrified Tiles,,Posted On,2 Baths,Vitrified Tiles,01-Sep-18,Possession,1 Balcony,LODHA Eternis,Apartment,Age of the Building,Newly Constructed,Ownership Type,Self Owned,Maintenance Charges,0.0 per sq.ft/m,Flooring,Vitrified Tiles,Builtup Area,"1,341 sq.ft",Furnishing Status,Semi,Facing,NA,Floor,Floor 5 / 9,Flats in Building,0,Parking Available,Bike and Car,Power backup,Full,Water Supply,Both,ff808181649c8b2f01649cdd053d4e91
"Jul 19, 2018 4:35:58 PM",18.98185892,72.82674754,Resale,"1 BHK for sale,
Vaishali apartment","Vaishali Apartment, Shanti Nagar, Near New Shirin Theatre",Pre-verified,Loan Verified,2 Crores,Negotiable,650,Sq.Ft,1.55 Lacs/Month,Estimated EMI,1 bedrooms,Vitrified Tiles,,Posted On,1 Bath,Vitrified Tiles,01-Sep-18,Possession,0 Balconies,Vaishali apartment,Apartment,Age of the Building,>10 years old,Ownership Type,Self Owned,Maintenance Charges,38.5 per sq.ft/m,Flooring,Vitrified Tiles,Builtup Area,650 sq.ft,Furnishing Status,Unfurnished,Facing,NA,Floor,Floor 7 / 10,Flats in Building,1,Parking Available,None,Power backup,None,Water Supply,Corporation,ff80818164a89f630164a8e84ff5218f
"Jul 16, 2018 4:30:50 PM",19.20715182,72.819306,Resale,"1 BHK for sale,
Highland Glory CHS","Highland Glory Chs, Charkop Gaon Near Charkop Gaon Bmc ...",Pre-verified,Loan Verified,60 Lacs,Negotiable,410,Sq.Ft,46.64 K/Month,Estimated EMI,1 bedrooms,Marble/Granite,,Posted On,1 Bath,Marble/Granite,Immediately,Possession,1 Balcony,Highland Glory CHS,Apartment,Age of the Building,>10 years old,Ownership Type,Self Owned,Maintenance Charges,4.4 per sq.ft/m,Flooring,Marble/Granite,Builtup Area,410 sq.ft,Furnishing Status,Unfurnished,Facing,North,Floor,Floor 4 / 6,Flats in Building,0,Parking Available,Bike,Power backup,None,Water Supply,Corporation,ff808181649c8b2f01649cbe589b3067
"Jul 16, 2018 4:14:47 PM",19.1578696,72.8561297,Resale,"1 BHK for sale,
Lotus CHS","Lotus Chs, Cama Industrial Estate, Near Punjab National ...",Pre-verified,Loan Verified,1 Crore,Negotiable,600,Sq.Ft,77.73 K/Month,Estimated EMI,1 bedrooms,Vitrified Tiles,,Posted On,1 Bath,Vitrified Tiles,Immediately,Possession,0 Balconies,Lotus CHS,Apartment,Age of the Building,>10 years old,Ownership Type,Self Owned,Maintenance Charges,3.3 per sq.ft/m,Flooring,Vitrified Tiles,Builtup Area,600 sq.ft,Furnishing Status,Semi,Facing,NA,Floor,Floor 2 / 6,Flats in Building,0,Parking Available,Bike and Car,Power backup,NA,Water Supply,Both,ff8081815d59c80c015d5a43496e35b3
"Jul 16, 2018 4:07:42 PM",19.14620972,72.93812561,Resale,"3 BHK for sale,
Dheeraj Dreams Building","Dheeraj Dreams Building 3, Bhandup (w), Mumbai.",Pre-verified,Loan Verified,2.4 Crores,Negotiable,"1,275",Sq.Ft,1.87 Lacs/Month,Estimated EMI,3 bedrooms,Marble/Granite,,Posted On,3 Baths,Marble/Granite,Immediately,Possession,1 Balcony,Dheeraj Dreams Buil,Apartment,Age of the Building,5-10 years old,Ownership Type,Self Owned,Maintenance Charges,5.7 per sq.ft/m,Flooring,Marble/Granite,Builtup Area,"1,275 sq.ft",Furnishing Status,Full,Facing,East,Floor,Floor 19 / 20,Flats in Building,0,Parking Available,Bike and Car,Power backup,NA,Water Supply,Corporation,ff808181647526e501647816655f5281
"Jul 16, 2018 4:05:34 PM",19.08593592,72.90307475,Resale,"2 BHK for sale,
Navkar Kripa CHS","Navkar Kripa Chs, Navroji Road Near Tata Power Customer ...",Pre-verified,Loan Verified,1.6 Crores,Negotiable,640,Sq.Ft,1.24 Lacs/Month,Estimated EMI,2 bedrooms,Vitrified Tiles,,Posted On,2 Baths,Vitrified Tiles,Immediately,Possession,1 Balcony,Navkar Kripa CHS,Apartment,Age of the Building,5-10 years old,Ownership Type,Self Owned,Maintenance Charges,3.9 per sq.ft/m,Flooring,Vitrified Tiles,Builtup Area,640 sq.ft,Furnishing Status,Unfurnished,Facing,NA,Floor,Floor 2 / 8,Flats in Building,0,Parking Available,None,Power backup,Full,Water Supply,Both,ff808181649c8b2f01649d86ed04585e
