"Apr 30, 2018 7:59:41 PM",19.136540172443976,72.85977241904902,Resale,"1 BHK for sale,
Raj Palace","Raj Palace, Samarth Nagar Near Saraswat Bank",Pre-verified,Loan Verified,95 Lacs,Negotiable,550,Sq.Ft,73.84 K/Month,Estimated EMI,1 bedrooms,Marble/Granite,,Posted On,1 Bath,Marble/Granite,Immediately,Possession,0 Balconies,Raj Palace,Apartment,Age of the Building,>10 years old,Ownership Type,Self Owned,Maintenance Charges,2.7 per sq.ft/m,Flooring,Marble/Granite,Builtup Area,550 sq.ft,Furnishing Status,Semi,Facing,South,Floor,Floor 2 / 7,Flats in Building,1,Parking Available,Bike,Power backup,Full,Water Supply,Both,ff8081815dd66c3a015ddc04c0cb26cc
"Apr 30, 2018 7:39:33 PM",19.02478344063965,72.8701745865601,Resale,"1 BHK for sale,
Shiv Perna CHS","Shiv Perna Chs, Shaikh Mistry Dargah Rd,near Regional C ...",Pre-verified,Loan Verified,42 Lacs,Non-negotiable,350,Sq.Ft,32.65 K/Month,Estimated EMI,1 bedrooms,Vitrified Tiles,,Posted On,1 Bath,Vitrified Tiles,Immediately,Possession,0 Balconies,Shiv Perna CHS,Apartment,Age of the Building,Newly Constructed,Ownership Type,Self Owned,Maintenance Charges,3.4 per sq.ft/m,Flooring,Vitrified Tiles,Builtup Area,350 sq.ft,Furnishing Status,Unfurnished,Facing,North-East,Floor,Floor 4 / 22,Flats in Building,0,Parking Available,Bike and Car,Power backup,"NA",Water Supply,Corporation,ff8081816300c1af0163067abd007a6b
"Apr 30, 2018 7:31:18 PM",19.180497929327196,72.83911298490307,Resale,"1 BHK for sale,
Shivneri Appartment","Shivneri Appartment, Chincholi Bunder Road, Near Dheera ...",Pre-verified,Loan Verified,75 Lacs,Negotiable,425,Sq.Ft,58.3 K/Month,Estimated EMI,1 bedrooms,Marble/Granite,,Posted On,1 Bath,Marble/Granite,Immediately,Possession,0 Balconies,Shivneri Appartment,Apartment,Age of the Building,>10 years old,Ownership Type,Self Owned,Maintenance Charges,2.4 per sq.ft/m,Flooring,Marble/Granite,Builtup Area,425 sq.ft,Furnishing Status,Unfurnished,Facing,North,Floor,Floor 7 / 7,Flats in Building,0,Parking Available,Bike,Power backup,Full,Water Supply,Corporation,ff808181631566e0016316bdf3ec6f78
"Apr 30, 2018 7:29:47 PM",19.01607202440081,72.83697685394156,Resale,"2 BHK for sale,
Anjali Apartment","Anjali Apartment, Ambedkar Nagar, Near Pragati Book Corner",Pre-verified,Loan Verified,3.5 Crores,Negotiable,750,Sq.Ft,2.72 Lacs/Month,Estimated EMI,2 bedrooms,Vitrified Tiles,,Posted On,2 Baths,Vitrified Tiles,Immediately,Possession,0 Balconies,Anjali Apartment,Apartment,Age of the Building,>10 years old,Ownership Type,Self Owned,Maintenance Charges,4.4 per sq.ft/m,Flooring,Vitrified Tiles,Builtup Area,750 sq.ft,Furnishing Status,Semi,Facing,West,Floor,Floor 2 / 4,Flats in Building,0,Parking Available,Bike and Car,Power backup,"NA",Water Supply,Corporation,ff808181631568f501631673f8d81d99
"Apr 30, 2018 7:01:39 PM",19.2144898,72.83307160000004,Resale,"2 BHK for sale,
Divya Gunjan","Divya Gunjan, Gaurav Garden Complex Near Gaurav Gunjan ...",Pre-verified,Loan Verified,1.75 Crores,Negotiable,"1,035",Sq.Ft,1.36 Lacs/Month,Estimated EMI,2 bedrooms,Vitrified Tiles,,Posted On,2 Baths,Vitrified Tiles,Immediately,Possession,1 Balcony,Divya Gunjan,Apartment,Age of the Building,>10 years old,Ownership Type,Self Owned,Maintenance Charges,3.6 per sq.ft/m,Flooring,Vitrified Tiles,Builtup Area,"1,035 sq.ft",Furnishing Status,Semi,Facing,"NA",Floor,Floor 1 / 14,Flats in Building,56,Parking Available,Bike and Car,Power backup,"NA",Water Supply,Corporation,ff808181631566e001631654fe804fdb
"Apr 30, 2018 6:05:00 PM",19.185458998767952,72.81724270353914,Resale,"1 BHK for sale,
N Giri chs","N Giri Chs, Azad Nagar,near St Paul's High School",Pre-verified,Loan Verified,48 Lacs,Negotiable,525,Sq.Ft,37.31 K/Month,Estimated EMI,1 bedrooms,Vitrified Tiles,,Posted On,2 Baths,Vitrified Tiles,Immediately,Possession,0 Balconies,N Giri chs,Apartment,Age of the Building,Newly Constructed,Ownership Type,Self Owned,Maintenance Charges,2.9 per sq.ft/m,Flooring,Vitrified Tiles,Builtup Area,525 sq.ft,Furnishing Status,Unfurnished,Facing,North-East,Floor,Floor 6 / 7,Flats in Building,0,Parking Available,Bike and Car,Power backup,"NA",Water Supply,Corporation,ff808181631568f501631608d9c85efe
"Apr 30, 2018 5:57:32 PM",19.1612603,72.938856,Resale,"2 BHK for sale,
Kalpataru Crest","Kalpataru Crest, Lbs Marg, Near Asian Paints, Bhandup W ...",Pre-verified,Loan Verified,2.25 Crores,Negotiable,"1,283,800",Sq.Ft,1.75 Lacs/Month,Estimated EMI,2 bedrooms,Marble/Granite,,Posted On,2 Baths,Marble/Granite,Immediately,Possession,0 Balconies,Kalpataru Crest,Apartment,Age of the Building,Newly Constructed,Ownership Type,Self Owned,Maintenance Charges,0.0 per sq.ft/m,Flooring,Marble/Granite,Builtup Area,"1,283,800 sq.ft",Furnishing Status,Unfurnished,Facing,North-West,Floor,Floor 32 / 36,Flats in Building,0,Parking Available,Bike and Car,Power backup,"NA",Water Supply,Corporation,ff808181631568f501631617e88c678b
"Apr 30, 2018 4:48:45 PM",18.9972134,72.84769389999997,Resale,"2 BHK for sale,
Girnar Apartment","Girnar Apartment, Sewri, Near Lodha Aria",Pre-verified,Loan Verified,2.8 Crores,Negotiable,800,Sq.Ft,2.18 Lacs/Month,Estimated EMI,2 bedrooms,Marble/Granite,,Posted On,2 Baths,Marble/Granite,Immediately,Possession,2 Balconies,Girnar Apartment,Apartment,Age of the Building,>10 years old,Ownership Type,Self Owned,Maintenance Charges,3.4 per sq.ft/m,Flooring,Marble/Granite,Builtup Area,800 sq.ft,Furnishing Status,Semi,Facing,West,Floor,Floor 10 / 11,Flats in Building,0,Parking Available,Bike and Car,Power backup,Partial,Water Supply,Corporation,ff8081815eaeb46f015eaef468282119
"Apr 30, 2018 4:33:09 PM",19.043069088866602,72.89511524140835,Resale,"2 BHK for sale,
Sabari Shivam","Sabari Shivam, Rcf Colony,near Sant Nirankari Bhavan, C ...",Pre-verified,Loan Verified,2 Crores,Negotiable,"1,055",Sq.Ft,1.55 Lacs/Month,Estimated EMI,2 bedrooms,Cement,,Posted On,2 Baths,Cement,Immediately,Possession,3 Balconies,Sabari Shivam,Apartment,Age of the Building,5-10 years old,Ownership Type,Self Owned,Maintenance Charges,3.6 per sq.ft/m,Flooring,Cement,Builtup Area,"1,055 sq.ft",Furnishing Status,Full,Facing,West,Floor,Floor 10 / 13,Flats in Building,0,Parking Available,Bike and Car,Power backup,Full,Water Supply,Both,ff80818161e67ea60161eaf245fc7212
"Apr 30, 2018 4:31:11 PM",19.11307094045237,72.84457569325411,Resale,"2 BHK for sale,
Central Bank CHS","Central Bank Chs, Lallubhai Park Road, Near Hotel Karl ...",Pre-verified,Loan Verified,1.8 Crores,Negotiable,620,Sq.Ft,1.4 Lacs/Month,Estimated EMI,2 bedrooms,Vitrified Tiles,,Posted On,1 Bath,Vitrified Tiles,Immediately,Possession,0 Balconies,Central Bank CHS,Apartment,Age of the Building,>10 years old,Ownership Type,Self Owned,Maintenance Charges,0.0 per sq.ft/m,Flooring,Vitrified Tiles,Builtup Area,620 sq.ft,Furnishing Status,Semi,Facing,North,Floor,Floor 0 / 4,Flats in Building,0,Parking Available,Bike and Car,Power backup,"NA",Water Supply,Both,ff8081816294aaa8016294b35c69057f
